token,nre
"""",O
Crl.A.,CASE_NO
No.,CASE_NO
1522,CASE_NO
of,CASE_NO
2007,CASE_NO
1,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1522,CASE_NO
OF,CASE_NO
2007,CASE_NO
O,
STATE,PETITIONER_OR_APPELLANT
OF,PETITIONER_OR_APPELLANT
U.P.,PETITIONER_OR_APPELLANT
.....,O
APPELLANT,O
VERSUS,O
,O
GARIBUDDI,RESPONDENT
@,RESPONDENT
GARIBUDDIN,RESPONDENT
&,RESPONDENT
ORS.,RESPONDENT
.....,O
RESPONDENTS,O
O,O
R,O
D,O
E,O
R,O
1.,O
This,O
appeal,O
by,O
way,O
of,O
special,O
leave,O
has,O
been,O
filed,O
by,O
the,O
,O
State,PETITIONER_OR_APPELLANT
of,PETITIONER_OR_APPELLANT
U.P.,PETITIONER_OR_APPELLANT
impugning,O
the,O
judgment,O
of,O
acquittal,O
rendered,O
by,O
,O
the,COURT
High,COURT
Court,COURT
reversing,O
the,O
judgment,O
of,O
conviction,O
of,O
the,O
Additional,O
Sessions,O
"Judge,",O
Allahabad,O
dated,O
30th,O
"November,",O
"1981,",O
whereby,O
the,O
three,O
accused,O
respondents,O
had,O
been,O
convicted,O
under,O
,O
Section,LAW
302,LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
Code,LAW
and,O
sentenced,O
to,O
imprisonment,O
for,O
life.,O
It,O
is,O
by,O
now,O
well-settled,O
that,O
interference,O
by,O
this,O
Court,O
in,O
an,O
order,O
of,O
acquittal,O
should,O
be,O
minimal,O
and,O
only,O
in,O
the,O
circumstance,O
that,O
the,O
judgment,O
of,O
,O
the,COURT
High,COURT
Court,COURT
was,O
completely,O
perverse,O
and,O
did,O
not,O
arise,O
out,O
of,O
the,O
evidence.,O
,O
Crl.A.,CASE_NO
No.,CASE_NO
1522,CASE_NO
of,CASE_NO
2007,CASE_NO
2,O
2.,O
We,O
have,O
perused,O
the,O
judgment,O
of,O
,O
the,COURT
High,COURT
Court,COURT
very,O
carefully.,O
Several,O
reasons,O
have,O
been,O
given,O
by,O
,O
the,COURT
High,COURT
Court,COURT
for,O
its,O
decision.,O
They,O
are:,O
(i),O
that,O
the,O
identity,O
of,O
the,O
assailants,O
could,O
not,O
be,O
established,O
as,O
the,O
incident,O
had,O
taken,O
place,O
at,O
night,O
and,O
though,O
the,O
oral,O
evidence,O
did,O
indicate,O
the,O
presence,O
of,O
lantern,O
in,O
the,O
premises,O
but,O
the,O
said,O
lantern,O
had,O
neither,O
been,O
shown,O
in,O
the,O
site,O
plan,O
nor,O
seized,O
by,O
the,O
"police,",O
and,O
though,O
the,O
P.Ws.,O
had,O
deposed,O
in,O
their,O
evidence,O
in,O
Court,O
that,O
the,O
accused,O
had,O
covered,O
their,O
heads,O
only,O
whereafter,O
they,O
had,O
been,O
confronted,O
with,O
their,O
statements,O
under,O
,O
Section,LAW
161,LAW
Cr.P.C.,LAW
that,O
the,O
full,O
faces,O
had,O
been,O
muffled;,O
(ii),O
that,O
the,O
incident,O
had,O
been,O
seen,O
by,O
a,O
large,O
number,O
of,O
persons,O
and,O
that,O
too,O
from,O
a,O
distance,O
of,O
20,O
paces,O
and,O
as,O
P.W.,O
2,O
,O
Ram,WITNESS
Niwas,O
was,O
living,O
at,O
some,O
distance,O
e,O
he,O
could,O
not,O
have,O
reached,O
the,O
place,O
of,O
incident,O
to,O
become,O
an,O
eye,O
witness,O
as,O
the,O
incident,O
had,O
lasted,O
for,O
only,O
2,O
minutes;,O
(iii),O
that,O
there,O
was,O
a,O
gross,O
enmity,O
between,O
the,O
parties,O
as,O
Garibuddin,O
had,O
lodged,O
a,O
report,O
under,O
,O
Section,LAW
354,LAW
of,LAW
the,LAW
IPC,LAW
against,O
the,O
two,O
eye,O
witnesses,O
viz.,O
P.W.,O
1,O
,O
Ram,WITNESS
O,
Crl.A.,CASE_NO
No.,CASE_NO
1522,CASE_NO
of,CASE_NO
2007,CASE_NO
3,O
Shankar,O
and,O
P.W.,O
2,O
,O
Ram,WITNESS
Niwas;,O
and,O
(iv),O
that,O
the,O
medical,O
evidence,O
did,O
not,O
support,O
the,O
ocular,O
version,O
as,O
pointed,O
out,O
by,O
,O
Dr.,POSTMORTEM_DOC
M.A.,POSTMORTEM_DOC
Haq,POSTMORTEM_DOC
who,O
had,O
conducted,O
the,O
post,O
mortem,O
examination,O
on,O
the,O
dead,O
body.,O
3.,O
We,O
"are,",O
"therefore,",O
of,O
the,O
opinion,O
that,O
,O
the,COURT
High,COURT
Court,COURT
's,O
opinion,O
that,O
the,O
accused,O
were,O
entitled,O
to,O
the,O
benefit,O
of,O
doubt,O
cannot,O
be,O
faulted,O
in,O
the,O
circumstances.,O
"We,",O
"accordingly,",O
dismiss,O
the,O
appeal.,O
.....................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
......................J,O
[,O
GYAN,JUDGE
SUDHA,JUDGE
MISRA,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
AUGUST,DATE_OF_JUDGMENT
"25,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
