token,nre
"""1",O
NON-REPORTABLE,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No(s).,CASE_NO
1869,CASE_NO
of,CASE_NO
2017,CASE_NO
O,
RAKESH,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
ANR.,PETITIONER_OR_APPELLANT
Appellant(s),O
VERSUS,O
,O
THE,RESPONDENT
STATE,RESPONDENT
OF,RESPONDENT
HARYANA,RESPONDENT
Respondent(s),O
J,O
U,O
D,O
G,O
M,O
E,O
N,O
T,O
"BANUMATHI,",O
J.:,O
(1),O
This,O
appeal,O
arises,O
out,O
of,O
judgment,O
and,O
order,O
dated,O
4th,O
"March,",O
2015,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Punjab,COURT
and,COURT
Haryana,COURT
at,COURT
Chandigarh,COURT
in,O
,O
Criminal,CASE_NO
Appeal-S,CASE_NO
No.2089,CASE_NO
of,CASE_NO
2003,CASE_NO
whereby,O
,O
the,COURT
High,COURT
Court,COURT
confirmed,O
the,O
conviction,O
of,O
the,O
appellants,O
under,O
,O
Section,LAW
307,LAW
I.P.C,LAW
.,O
read,O
with,O
,O
Section,LAW
34,LAW
I.P.C.,LAW
and,O
affirmed,O
the,O
sentence,O
of,O
seven,O
years,O
imposed,O
upon,O
them.,O
,O
The,COURT
High,COURT
Court,COURT
also,O
confirmed,O
the,O
conviction,O
of,O
the,O
appellants,O
under,O
,O
Section,LAW
25,LAW
of,LAW
the,LAW
Arms,LAW
Act,LAW
and,O
the,O
,O
sentence,JUDGMENT
of,JUDGMENT
imprisonment,JUDGMENT
of,JUDGMENT
two,JUDGMENT
years,JUDGMENT
imposed,O
upon,O
each,O
of,O
the,O
appellants.,O
(2),O
The,O
case,O
in,O
a,O
nutshell,O
is,O
as,O
follows.,O
,O
Jai,ACCUSED
Kishan,ACCUSED
son,O
of,O
complainant,O
is,O
alleged,O
to,O
have,O
abducted,O
,O
Dolly,VICTIM
",",O
daughter,O
of,O
,O
Rajinder,VICTIM_ALLIES
and,O
sister,O
of,O
the,O
accused.,O
It,O
is,O
alleged,O
"that,",O
since,O
then,O
there,O
has,O
been,O
enmity,O
between,O
the,O
two,O
families.,O
Signature,O
Not,O
Verified,O
On,O
the,O
Digitally,O
signed,O
by,O
MAHABIR,O
SINGH,O
Date:,O
2018.10.26,O
date,O
of,O
occurrence,O
i.e.,O
,O
12th,DATE_AND_TIME_CRIME
"April,",DATE_AND_TIME_CRIME
2000,DATE_AND_TIME_CRIME
at,DATE_AND_TIME_CRIME
about,DATE_AND_TIME_CRIME
05.30-5.45,DATE_AND_TIME_CRIME
15:15:11,DATE_AND_TIME_CRIME
IST,DATE_AND_TIME_CRIME
Reason:,O
"a.m.,",O
when,O
complainant’s,O
son,O
,O
Raj,WITNESS
Kishan,WITNESS
(PW-6),O
went,O
to,O
answer,O
nature’s,O
"call,",O
"Rakesh,",O
the,O
accused,O
no.1,O
inflicted,O
injuries,O
on,O
2,O
the,O
head,O
of,O
,O
Raj,WITNESS
Kishan,WITNESS
with,O
a,O
“dang”.,O
The,O
second,O
"accused/appellant,",O
,O
Dalbir,PETITIONER_OR_APPELLANT
",",O
shot,O
,O
Raj,WITNESS
Kishan,WITNESS
on,O
the,O
neck.,O
A,O
case,O
was,O
registered,O
and,O
the,O
law,O
was,O
set,O
in,O
motion.,O
(3),O
Upon,O
consideration,O
of,O
the,O
"evidence,",O
the,O
Trial,O
Court,O
convicted,O
both,O
the,O
accused-appellants,O
under,O
,O
Sections,LAW
307/34,LAW
I.P.C,LAW
.,O
and,O
,O
sentenced,JUDGMENT
them,JUDGMENT
to,JUDGMENT
seven,JUDGMENT
years’,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
.,O
They,O
were,O
further,O
convicted,O
under,O
,O
Section,LAW
324,LAW
I.P.C.,LAW
and,O
,O
sentenced,JUDGMENT
to,JUDGMENT
two,JUDGMENT
years,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
and,O
also,O
convicted,O
under,O
,O
Section,LAW
323,LAW
I.P.C,LAW
.,O
and,O
,O
sentenced,JUDGMENT
to,JUDGMENT
one,JUDGMENT
year,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
.,O
The,O
second,O
"appellant,",O
,O
Dalbir,PETITIONER_OR_APPELLANT
",",O
was,O
further,O
convicted,O
under,O
,O
Section,LAW
25,LAW
of,LAW
the,LAW
Arms,LAW
Act,LAW
and,O
,O
sentenced,JUDGMENT
to,JUDGMENT
two,JUDGMENT
years,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
.,O
In,O
"appeal,",O
,O
the,COURT
High,COURT
Court,COURT
affirmed,O
the,O
conviction,O
as,O
well,O
as,O
the,O
sentence,O
of,O
imprisonment,O
of,O
both,O
the,O
accused-appellants.,O
(4),O
Even,O
though,O
many,O
grounds,O
were,O
raised,O
in,O
the,O
"appeal,",O
at,O
the,O
time,O
of,O
the,O
arguments,O
,O
Mr.,ADVOCATE
Jayant,ADVOCATE
Bhushan,ADVOCATE
",",O
learned,O
senior,O
counsel,O
appearing,O
for,O
the,O
"accused-appellants,",O
submitted,O
that,O
,O
Dr.,WITNESS
G.P.,WITNESS
Aggrawal,WITNESS
(PW-12),O
had,O
opined,O
that,O
injury,O
no.2,O
could,O
have,O
been,O
caused,O
by,O
a,O
blunt,O
weapon.,O
"Therefore,",O
conviction,O
under,O
,O
Section,LAW
307,LAW
I.P.C,LAW
.,O
is,O
not,O
sustainable.,O
Learned,O
senior,O
counsel,O
prayed,O
for,O
modification,O
of,O
the,O
conviction,O
of,O
the,O
appellants,O
from,O
307,O
I.P.C.,O
to,O
,O
Section,LAW
325,LAW
I.P.C.,LAW
Learned,O
senior,O
counsel,O
further,O
submitted,O
that,O
at,O
the,O
time,O
of,O
the,O
"occurrence,",O
which,O
was,O
of,O
the,O
year,O
2000,O
the,O
accused-appellants,O
were,O
only,O
26,O
and,O
24,O
years,O
of,O
age.,O
"He,",O
"therefore,",O
prayed,O
for,O
further,O
reduction,O
of,O
sentence,O
of,O
imprisonment.,O
3,O
(5),O
,O
Dr.,WITNESS
G.P.,WITNESS
Aggrawal,WITNESS
(PW-12),O
examined,O
the,O
injured,O
,O
Raj,WITNESS
Kishan,WITNESS
and,O
noted,O
the,O
following,O
injuries:,O
“(i),O
An,O
incised,O
wound,O
of,O
size,O
1-½,O
x,O
½”,O
over,O
right,O
occipital,O
parietal,O
area,O
of,O
skull;,O
(ii),O
A,O
small,O
lacerated,O
wound,O
of,O
size,O
1.5,O
x,O
1,O
cm,O
over,O
left,O
sub-mandible,O
area,O
2-½”,O
from,O
angel,O
of,O
left,O
mandible,O
2,O
inches,O
below,O
the,O
left,O
jaw;,O
(iii),O
A,O
lacerated,O
wound,O
on,O
left,O
arm,O
lateral,O
side,O
3”,O
above,O
the,O
left,O
elbow,O
joint.”,O
(6),O
,O
Dr.,WITNESS
G.P.,WITNESS
Aggrawal,WITNESS
(PW-12),O
has,O
opined,O
that,O
injury,O
No.2,O
was,O
caused,O
by,O
fire,O
arm.,O
Dr.,O
Aggrawal,O
further,O
deposed,O
that,O
injury,O
No.2,O
was,O
dangerous,O
to,O
