token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1837,CASE_NO
OF,CASE_NO
2008,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
S.L.P.(Crl.),CASE_NO
No.4384/2006),CASE_NO
O,
G.N.,PETITIONER_OR_APPELLANT
Naidu,PETITIONER_OR_APPELLANT
...Appellant,O
Versus,O
,O
N.,RESPONDENT
Ashaiah,RESPONDENT
&,RESPONDENT
Ors.,RESPONDENT
...Respondents,O
ORDER,O
None,O
appears,O
for,O
respondent,O
Nos.1,O
to,O
"6,",O
though,O
served.,O
Leave,O
granted.,O
Appellant,O
before,O
us,O
is,O
a,O
complainant,O
who,O
alleges,O
offences,O
punishable,O
under,O
,O
Sections,LAW
"468,",LAW
471,LAW
and,LAW
420,LAW
IPC,LAW
",",O
stating,O
that,O
the,O
respondent,O
Nos.1,O
to,O
6,O
had,O
forged,O
and,O
fabricated,O
documents,O
enabling,O
them,O
allegedly,O
to,O
grab,O
the,O
property,O
of,O
the,O
appellant.,O
By,O
the,O
impugned,O
"judgment,",O
the,O
High,O
Court,O
has,O
quashed,O
the,O
complaint,O
arising,O
from,O
F.I.R.,O
in,O
,O
Crime,CITATION
No.325,CITATION
of,CITATION
2002,CITATION
only,O
on,O
the,O
ground,O
that,O
earlier,O
the,O
respondents,O
had,O
instituted,O
a,O
Civil,O
Suit,O
in,O
which,O
they,O
obtained,O
an,O
injunction.,O
In,O
our,O
"view,",O
the,O
High,O
Court,O
had,O
erred,O
in,O
setting,O
aside,O
the,O
complaint,O
on,O
the,O
above,O
ground.,O
It,O
appears,O
that,O
the,O
High,O
Court,O
had,O
assumed,O
that,O
the,O
dispute,O
between,O
the,O
parties,O
was,O
of,O
a,O
civil,O
nature.,O
In,O
our,O
"view,",O
the,O
High,O
Court,O
has,O
committed,O
that,O
error.,O
....2/-,O
Crl.A....@,O
SLP(Cr),O
4384/06..contd..,O
-2-,O
"Consequently,",O
the,O
impugned,O
judgment,O
is,O
set,O
aside,O
and,O
the,O
said,O
F.I.R.,O
in,O
,O
Crime,CITATION
No.325,CITATION
of,CITATION
2002,CITATION
shall,O
stand,O
revived,O
for,O
investigation,O
in,O
accordance,O
with,O
law.,O
Criminal,O
Appeal,O
is,O
allowed,O
accordingly.,O
...................J.,O
(,O
S.H.,JUDGE
KAPADIA,JUDGE
),O
...................J.,O
(,O
B.,JUDGE
SUDERSHAN,JUDGE
REDDY,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
November,DATE_OF_JUDGMENT
"17,",DATE_OF_JUDGMENT
2008,DATE_OF_JUDGMENT
.,O
ITEM,O
NO.66,O
COURT,O
NO.5,O
SECTION,O
II,O
,O
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
RECORD,O
OF,O
PROCEEDINGS,O
,O
Petition(s),PETITION-DETAILS
for,PETITION-DETAILS
Special,PETITION-DETAILS
Leave,PETITION-DETAILS
to,PETITION-DETAILS
Appeal,PETITION-DETAILS
(Crl),PETITION-DETAILS
No(s).4384/2006,PETITION-DETAILS
(From,PETITION-DETAILS
the,PETITION-DETAILS
judgement,PETITION-DETAILS
and,PETITION-DETAILS
order,PETITION-DETAILS
dated,PETITION-DETAILS
17/03/2006,PETITION-DETAILS
in,PETITION-DETAILS
CRLP,PETITION-DETAILS
No.2867/2002,PETITION-DETAILS
of,O
the,O
HIGH,O
COURT,O
OF,O
A.P.,O
AT,O
HYDERABAD),O
,O
G.N.NAIDU,PETITIONER_OR_APPELLANT
Petitioner(s),O
VERSUS,O
,O
N.ASHAIAH,RESPONDENT
&,RESPONDENT
ORS,RESPONDENT
Respondent(s),O
(With,O
appln(s),O
for,O
stay,O
and,O
office,O
report),O
Date:,O
17/11/2008,O
This,O
Petition,O
was,O
called,O
on,O
for,O
hearing,O
today.,O
CORAM,O
:,O
HON'BLE,O
MR.,O
JUSTICE,O
,O
S.H.,JUDGE
KAPADIA,JUDGE
HON'BLE,O
MR.,O
JUSTICE,O
,O
B.,JUDGE
SUDERSHAN,JUDGE
REDDY,JUDGE
For,O
Petitioner(s),O
,O
Mr.,ADVOCATE
P.S.,ADVOCATE
Narasimha,ADVOCATE
",",O
Sr.Adv.,O
,O
Mr.,ADVOCATE
M.,ADVOCATE
Gireesh,ADVOCATE
Kumar,ADVOCATE
",",O
Adv.,O
,O
Mr.,ADVOCATE
Avijeet,ADVOCATE
Kr.,ADVOCATE
Lala,ADVOCATE
",",O
Adv.,O
,O
Mr.,ADVOCATE
Khwairakpam,ADVOCATE
Nobin,ADVOCATE
Singh,ADVOCATE
",",O
Adv.,O
For,O
Respondent(s),O
No.7:,O
,O
Mrs.,ADVOCATE
D.,ADVOCATE
Bharathi,ADVOCATE
Reddy,ADVOCATE
",",O
Adv.,O
UPON,O
hearing,O
counsel,O
the,O
Court,O
made,O
the,O
following,O
ORDER,O
None,O
appears,O
for,O
respondent,O
Nos.1,O
to,O
"6,",O
though,O
served.,O
Leave,O
granted.,O
Criminal,O
Appeal,O
is,O
allowed,O
in,O
terms,O
of,O
the,O
signed,O
order.,O
(N.,O
ANNAPURNA),O
(MADHU,O
SAXENA),O
COURT,O
MASTER,O
COURT,O
MASTER,O
(Signed,O
order,O
is,O
placed,O
on,O
the,O
"file.)""",O
