token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1680,CASE_NO
OF,CASE_NO
2008,CASE_NO
[Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.),CASE_NO
No.,CASE_NO
6386/2008],CASE_NO
O,
ARSHAND,PETITIONER_OR_APPELLANT
@,PETITIONER_OR_APPELLANT
ARSAD,PETITIONER_OR_APPELLANT
...,O
APPELLANT(S),O
:VERSUS:,O
,O
STATE,RESPONDENT
OF,RESPONDENT
M.P.,RESPONDENT
...,O
RESPONDENT(S),O
ORDER,O
Leave,O
granted.,O
Having,O
heard,O
the,O
learned,O
counsel,O
for,O
the,O
"parties,",O
we,O
are,O
of,O
the,O
opinion,O
that,O
although,O
,O
the,COURT
High,COURT
Court,COURT
may,O
be,O
correct,O
in,O
taking,O
the,O
view,O
that,O
the,O
counsel,O
for,O
the,O
appellant,O
has,O
not,O
been,O
appearing,O
on,O
several,O
"dates,",O
interest,O
of,O
justice,O
will,O
be,O
subserved,O
if,O
the,O
impugned,O
judgment,O
is,O
set,O
aside,O
and,O
the,O
matter,O
is,O
directed,O
to,O
be,O
heard,O
afresh,O
on,O
merit,O
by,O
,O
the,COURT
High,COURT
Court,COURT
.,O
We,O
direct,O
accordingly.,O
It,O
is,O
stated,O
before,O
us,O
by,O
the,O
learned,O
counsel,O
appearing,O
on,O
behalf,O
of,O
the,O
appellant,O
that,O
on,O
the,O
next,O
date,O
"fixed,",O
some,O
lawyer,O
would,O
appear,O
on,O
behalf,O
of,O
the,O
appellant.,O
-2-,O
Let,O
the,O
matter,O
be,O
listed,O
before,O
,O
the,COURT
High,COURT
Court,COURT
on,O
17th,O
"November,",O
2008.,O
If,O
on,O
that,O
"date,",O
nobody,O
appears,O
on,O
behalf,O
of,O
the,O
"appellant,",O
,O
the,COURT
High,COURT
Court,COURT
shall,O
be,O
at,O
liberty,O
to,O
appoint,O
an,O
amicus,O
curiae,O
and,O
proceed,O
to,O
determine,O
the,O
appeal,O
on,O
merit,O
on,O
the,O
date,O
fixed.,O
The,O
appeal,O
is,O
allowed,O
with,O
the,O
aforementioned,O
observation,O
and,O
direction.,O
...........................J,O
(,O
S.B.,JUDGE
SINHA,JUDGE
),O
...........................J,O
(,O
CYRIAC,JUDGE
JOSEPH,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
",",O
,O
OCTOBER,DATE_OF_JUDGMENT
"17,",DATE_OF_JUDGMENT
2008,DATE_OF_JUDGMENT
".""",O
