token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
5,CASE_NO
OF,CASE_NO
2011,CASE_NO
(ARISING,CASE_NO
OUT,CASE_NO
OF,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION(CRL.)NO.1451,CASE_NO
OF,CASE_NO
2009),CASE_NO
O,
PANCH,PETITIONER_OR_APPELLANT
RAM,PETITIONER_OR_APPELLANT
...,O
APPELLANT(S),O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
CHHATISGARH,RESPONDENT
...,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
Leave,O
granted.,O
We,O
have,O
heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
This,O
appeal,O
relates,O
to,O
an,O
incident,O
which,O
had,O
taken,O
place,O
on,O
28.03.1987.,O
The,O
appellant,O
was,O
working,O
as,O
Assistant,O
District,O
School,O
Inspector,O
at,O
that,O
time,O
and,O
was,O
convicted,O
under,O
,O
Sections,LAW
5(1)(d),LAW
read,LAW
with,LAW
5(2),LAW
of,LAW
the,LAW
Prevention,LAW
of,LAW
Corruption,LAW
"Act,",LAW
1947,LAW
.,O
He,O
was,O
sentenced,O
to,O
undergo,O
one,O
year,O
rigorous,O
imprisonment,O
by,O
,O
the,COURT
Trial,COURT
Court,COURT
which,O
was,O
reduced,O
to,O
six,O
months,O
with,O
fine,O
by,O
t,O
he,COURT
High,COURT
Court,COURT
.,O
It,O
is,O
stated,O
that,O
the,O
appellant,O
is,O
70,O
years,O
old,O
now,O
and,O
suffering,O
from,O
multiple,O
ailments.,O
The,O
incident,O
is,O
more,O
than,O
23,O
years,O
old.,O
The,O
appellant,O
has,O
already,O
served,O
part,O
of,O
the,O
sentence.,O
On,O
consideration,O
of,O
the,O
totality,O
of,O
the,O
facts,O
and,O
circumstances,O
of,O
the,O
"case,",O
we,O
deem,O
it,O
appropriate,O
to,O
release,O
the,O
appellant,O
to,O
the,O
sentence,O
already,O
"undergone,",O
provided,O
he,O
deposits,O
a,O
further,O
fine,O
of,O
"Rs.50,000/-",O
within,O
four,O
weeks,O
from,O
today.,O
In,O
case,O
of,O
"default,",O
this,O
order,O
will,O
be,O
of,O
no,O
:,O
2,O
:,O
avail,O
to,O
the,O
appellant,O
and,O
he,O
will,O
undergo,O
the,O
imprisonment,O
as,O
directed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
.,O
The,O
appeal,O
is,O
disposed,O
of,O
accordingly.,O
................J.,O
(,O
DALVEER,JUDGE
BHANDARI,JUDGE
),O
................J.,O
(,O
DEEPAK,JUDGE
VERMA,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
3RD,DATE_OF_JUDGMENT
"JANUARY,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
"""",O
