token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
170,CASE_NO
of,CASE_NO
2008,CASE_NO
O,
SHAILENDRA,PETITIONER_OR_APPELLANT
KUMAR,PETITIONER_OR_APPELLANT
SINHA,PETITIONER_OR_APPELLANT
.....,O
APPELLANT,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
BIHAR,RESPONDENT
(NOW,RESPONDENT
JHARKHAND),RESPONDENT
.....,O
RESPONDENT,O
O,O
R,O
D,O
E,O
R,O
The,O
case,O
has,O
been,O
called,O
over,O
twice.,O
The,O
learned,O
counsel,O
for,O
the,O
appellant,O
is,O
not,O
present.,O
Even,O
"otherwise,",O
we,O
find,O
that,O
,O
the,COURT
High,COURT
Court,COURT
has,O
reduced,O
the,O
sentence,O
of,O
the,O
appellant,O
to,O
that,O
already,O
undergone,O
by,O
him.,O
"We,",O
"therefore,",O
find,O
no,O
case,O
for,O
interference,O
is,O
made,O
out.,O
The,O
,O
Criminal,JUDGMENT
Appeal,JUDGMENT
is,JUDGMENT
dismissed,JUDGMENT
.,O
..............................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
..............................J,O
[,O
CHANDRAMAULI,JUDGE
KR.,JUDGE
PRASAD,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
MARCH,DATE_OF_JUDGMENT
"29,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
