token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,O
INDIA,O
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NOs.158-159,CASE_NO
OF,CASE_NO
2009,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.).637-639/09,CASE_NO
CRLMP,CASE_NO
Nos.16878-16879,CASE_NO
of,CASE_NO
2008),CASE_NO
O,
G.,PETITIONER_OR_APPELLANT
SATYANARAYANA,PETITIONER_OR_APPELLANT
....APPELLANT(S),O
VERSUS,O
,O
M/S,RESPONDENT
SAI,RESPONDENT
SIVA,RESPONDENT
LEAFIN,RESPONDENT
PRIVATE,RESPONDENT
LTD.&,RESPONDENT
ANR.,RESPONDENT
....RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
Delay,O
condoned.,O
Leave,O
granted.,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
Petitioner,O
has,O
moved,O
an,O
application,O
seeking,O
permission,O
to,O
compound,O
the,O
offence,O
in,O
view,O
of,O
compromise,O
entered,O
into,O
between,O
the,O
parties.,O
It,O
has,O
been,O
submitted,O
before,O
us,O
that,O
the,O
petitioner,O
and,O
the,O
Respondent,O
no.1/Complainant,O
entered,O
into,O
compromise,O
and,O
the,O
petitioner,O
has,O
paid,O
"Rs.2,25,000/-",O
to,O
the,O
complainant,O
to,O
get,O
withdrawal,O
of,O
all,O
cases,O
from,O
the,O
courts.,O
The,O
Respondent,O
no.1,O
has,O
agreed,O
and,O
signed,O
the,O
compromise,O
petition.,O
That,O
being,O
"so,",O
we,O
feel,O
that,O
in,O
view,O
of,O
the,O
settlement,O
arrived,O
at,O
between,O
the,O
"parties,",O
it,O
would,O
be,O
appropriate,O
to,O
set,O
aside,O
the,O
impugned,O
orders,O
and,O
quash,O
the,O
"proceedings,",O
if,O
any.,O
The,O
appeal,O
is,O
disposed,O
of,O
accordingly.,O
.......................J.,O
(,O
TARUN,JUDGE
CHATTERJEE,JUDGE
),O
.......................J.,O
(,O
H.L.,JUDGE
DATTU,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
JANUARY,DATE_OF_JUDGMENT
"23,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
