token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1057,CASE_NO
OF,CASE_NO
2009,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.),CASE_NO
No.,CASE_NO
2590,CASE_NO
of,CASE_NO
2009),CASE_NO
O,
Badal,PETITIONER_OR_APPELLANT
Pathak,PETITIONER_OR_APPELLANT
..,O
Appellant(s),O
Versus,O
,O
State,RESPONDENT
of,RESPONDENT
U.P.,RESPONDENT
..,O
Respondent(s),O
ORDER,O
As,O
per,O
the,O
office,O
"report,",O
the,O
petitioner,O
has,O
filed,O
affidavit,O
of,O
dasti,O
service,O
of,O
the,O
show,O
cause,O
notice,O
on,O
,O
Mr.,ADVOCATE
Kamlendra,ADVOCATE
Mishra,ADVOCATE
",",O
learned,O
standing,O
counsel,O
for,O
the,O
State,O
of,O
Uttar,O
Pradesh.,O
Despite,O
"service,",O
no,O
one,O
has,O
put,O
in,O
appearance,O
on,O
behalf,O
of,O
the,O
State.,O
Leave,O
granted.,O
We,O
have,O
heard,O
learned,O
counsel,O
for,O
the,O
appellant.,O
A,O
limited,O
challenge,O
in,O
this,O
appeal,O
is,O
to,O
the,O
"order,",O
dated,O
4th,O
"March,",O
"2009,",O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Judicature,COURT
at,COURT
Allahabad,COURT
in,O
,O
Criminal,CASE_NO
Miscellaneous,CASE_NO
Bail,CASE_NO
Application,CASE_NO
No.,CASE_NO
5855,CASE_NO
of,CASE_NO
2009,CASE_NO
",",O
whereby,O
the,O
appellant,O
has,O
been,O
directed,O
to,O
furnish,O
a,O
personal,O
bond,O
and,O
two,O
local,O
heavy,O
sureties,O
of,O
Rs.,O
"5,00,000/-",O
each,O
to,O
the,O
satisfaction,O
of,O
the,O
concerned,O
Court,O
as,O
a,O
condition,O
for,O
grant,O
of,O
bail,O
to,O
the,O
appellant.,O
..2/-,O
:2:,O
Learned,O
counsel,O
for,O
the,O
appellant,O
submits,O
that,O
the,O
said,O
condition,O
is,O
onerous,O
and,O
being,O
a,O
student,O
it,O
may,O
not,O
be,O
possible,O
for,O
the,O
appellant,O
to,O
comply,O
with,O
it,O
with,O
the,O
result,O
that,O
he,O
will,O
not,O
be,O
able,O
to,O
avail,O
of,O
the,O
benefit,O
of,O
the,O
bail,O
order.,O
It,O
appears,O
from,O
the,O
impugned,O
order,O
that,O
,O
the,COURT
High,COURT
Court,COURT
has,O
imposed,O
the,O
condition,O
of,O
two,O
heavy,O
sureties,O
for,O
the,O
afore-mentioned,O
amounts,O
keeping,O
in,O
view,O
the,O
fact,O
that,O
the,O
appellant,O
hails,O
from,O
Bihar.,O
On,O
this,O
"aspect,",O
it,O
is,O
pointed,O
out,O
by,O
learned,O
counsel,O
for,O
the,O
appellant,O
that,O
the,O
real,O
brother,O
of,O
the,O
"appellant,",O
who,O
is,O
co-accused,O
in,O
the,O
same,O
"case,",O
has,O
also,O
been,O
granted,O
bail,O
by,O
the,O
same,O
High,O
Court,O
vide,O
order,O
dated,O
6th,O
"May,",O
"2008,",O
but,O
he,O
has,O
been,O
directed,O
to,O
furnish,O
a,O
personal,O
bond,O
of,O
Rs.,O
"15,000/-",O
with,O
two,O
sureties,O
of,O
the,O
like,O
amount.,O
Bearing,O
in,O
mind,O
all,O
these,O
facts,O
we,O
allow,O
the,O
appeal,O
and,O
direct,O
that,O
the,O
appellant,O
shall,O
be,O
admitted,O
to,O
bail,O
on,O
his,O
furnishing,O
a,O
personal,O
bond,O
in,O
the,O
sum,O
of,O
Rs.,O
"15,000/-",O
with,O
two,O
sureties,O
in,O
the,O
like,O
amount,O
to,O
the,O
satisfaction,O
of,O
t,O
he,COURT
trial,COURT
Court,COURT
.,O
The,O
appeal,O
accordingly,O
stands,O
disposed,O
of.,O
...................J.,O
[,O
,O
D.K.,JUDGE
JAIN,JUDGE
],O
...................J.,O
[,O
,O
R.M.,JUDGE
LODHA,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
",",O
,O
MAY,DATE_OF_JUDGMENT
"14,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
