token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
922,CASE_NO
OF,CASE_NO
2013,CASE_NO
(@,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION,CASE_NO
(CRL.),CASE_NO
NO.,CASE_NO
24,CASE_NO
OF,CASE_NO
2013),CASE_NO
O,
HARI,PETITIONER_OR_APPELLANT
OM,PETITIONER_OR_APPELLANT
YADAV,PETITIONER_OR_APPELLANT
...,O
APPELLANT(S),O
VERSUS,O
,O
DINESH,RESPONDENT
SINGH,RESPONDENT
JAAT,RESPONDENT
&,RESPONDENT
ANR.,RESPONDENT
...,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
1.,O
Leave,O
granted.,O
2.,O
This,O
appeal,O
is,O
directed,O
against,O
the,O
judgment,O
and,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Madhya,COURT
Pradesh,COURT
",",O
Bench,O
at,O
Gwalior,O
in,O
I.A.No.7088,O
of,O
2012,O
in,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.876,CASE_NO
of,CASE_NO
"2011,",CASE_NO
dated,CASE_NO
27.09.2012,CASE_NO
.,O
By,O
the,O
impugned,O
judgment,O
and,O
"order,",O
,O
the,COURT
High,COURT
Court,COURT
has,O
granted,O
bail,O
to,O
the,O
respondent,O
"No.1-herein,",O
during,O
the,O
pendency,O
of,O
the,O
appeal,O
before,O
it.,O
3.,O
Aggrieved,O
by,O
the,O
order,O
so,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
the,O
Complainant,O
is,O
before,O
us,O
in,O
this,O
criminal,O
appeal.,O
He,O
submits,O
that,O
,O
the,COURT
High,COURT
Court,COURT
",",O
without,O
assigning,O
any,O
reasons,O
"whatsoever,",O
could,O
not,O
have,O
exercised,O
its,O
discretionary,O
power,O
to,O
grant,O
bail,O
to,O
the,O
accused,O
"person,",O
who,O
was,O
involved,O
in,O
a,O
double,O
murder,O
"case,",O
moreso,O
when,O
the,O
appeal,O
is,O
still,O
pending,O
before,O
,O
the,COURT
High,COURT
Court,COURT
for,O
its,O
consideration,O
and,O
decision.,O
4.,O
We,O
have,O
heard,O
learned,O
counsel,O
for,O
the,O
parties,O
to,O
the,O
lis.,O
5.,O
Having,O
carefully,O
perused,O
the,O
order,O
passed,O
by,O
the,O
High,O
Page,O
1,O
"Court,",O
in,O
our,O
"opinion,",O
the,O
order,O
so,O
passed,O
is,O
a,O
cryptic,O
order.,O
It,O
is,O
a,O
settled,O
position,O
of,O
law,O
that,O
an,O
order,O
which,O
does,O
not,O
contain,O
any,O
reason,O
is,O
no,O
order,O
in,O
the,O
eye,O
of,O
law.,O
"Therefore,",O
the,O
said,O
order,O
is,O
liable,O
to,O
be,O
set,O
aside,O
and,O
the,O
matter,O
requires,O
to,O
be,O
remanded,O
back,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
fresh,O
disposal,O
in,O
accordance,O
with,O
law.,O
6.,O
In,O
the,O
"result,",O
the,O
appeal,O
is,O
allowed,O
and,O
the,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
is,O
set,O
aside.,O
The,O
matter,O
is,O
remanded,O
back,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
fresh,O
consideration,O
of,O
I.A.No.7088,O
of,O
2012,O
in,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.876,CASE_NO
of,CASE_NO
2011,CASE_NO
",",O
in,O
accordance,O
with,O
law,O
after,O
affording,O
opportunity,O
of,O
hearing,O
to,O
both,O
the,O
parties.,O
7.,O
During,O
the,O
pendency,O
of,O
this,O
"application,",O
the,O
respondent,O
who,O
was,O
earlier,O
granted,O
"bail,",O
will,O
now,O
surrender,O
before,O
the,O
police,O
authorities.,O
,O
The,COURT
High,COURT
Court,COURT
is,O
requested,O
to,O
dispose,O
of,O
the,O
said,O
application,O
as,O
early,O
as,O
possible,O
at,O
any,O
rate,O
within,O
an,O
outer,O
limit,O
of,O
two,O
months,O
from,O
the,O
date,O
of,O
receipt,O
of,O
a,O
copy,O
of,O
this,O
Court's,O
order.,O
8.,O
The,O
Criminal,O
Appeal,O
is,O
disposed,O
of,O
accordingly.,O
Ordered,O
accordingly.,O
...................J.,O
(,O
H.L.,JUDGE
DATTU,JUDGE
),O
...................J.,O
(,O
DIPAK,JUDGE
MISRA,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
JULY,DATE_OF_JUDGMENT
"12,",DATE_OF_JUDGMENT
2013,DATE_OF_JUDGMENT
Page,O
"2""",O
