token,nre
"""1",O
NON-REPORTABLE,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(S).,CASE_NO
1417,CASE_NO
OF,CASE_NO
2018,CASE_NO
[@,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION,CASE_NO
(CRL.),CASE_NO
NO.,CASE_NO
4303,CASE_NO
OF,CASE_NO
2018],CASE_NO
O,
THANGELA,PETITIONER_OR_APPELLANT
NARENDRA,PETITIONER_OR_APPELLANT
@,PETITIONER_OR_APPELLANT
CHINNU,PETITIONER_OR_APPELLANT
Appellant,O
(s),O
VERSUS,O
,O
THE,RESPONDENT
STATE,RESPONDENT
OF,RESPONDENT
KARNATAKA,RESPONDENT
Respondent(s),O
WITH,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(S).,CASE_NO
1418,CASE_NO
OF,CASE_NO
2018,CASE_NO
[@,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION,CASE_NO
(CRL.),CASE_NO
NO.,CASE_NO
7404,CASE_NO
OF,CASE_NO
2018],CASE_NO
J,O
U,O
D,O
G,O
M,O
E,O
N,O
T,O
"KURIAN,",O
J.,O
1.,O
Leave,O
granted.,O
2.,O
The,O
appellants,O
are,O
aggrieved,O
since,O
,O
the,COURT
High,COURT
Court,COURT
has,O
declined,O
to,O
grant,O
bail,O
despite,O
the,O
fact,O
that,O
the,O
investigation,O
had,O
been,O
completed.,O
The,O
charge,O
is,O
under,O
,O
Section,LAW
498A,LAW
read,LAW
with,LAW
Section,LAW
304B,LAW
and,LAW
Sections,LAW
3,LAW
and,LAW
4,LAW
of,LAW
the,LAW
Dowry,LAW
Prohibition,LAW
"Act,",LAW
1986,LAW
.,O
The,O
trial,O
court,O
is,O
yet,O
to,O
take,O
a,O
call,O
on,O
the,O
report,O
filed,O
by,O
the,O
police.,O
Signature,O
Not,O
Verified,O
3.,O
Having,O
regard,O
to,O
the,O
fact,O
that,O
the,O
investigation,O
Digitally,O
signed,O
by,O
JAYANT,O
KUMAR,O
ARORA,O
Date:,O
2019.01.19,O
10:33:34,O
IST,O
Reason:,O
has,O
already,O
been,O
completed,O
and,O
that,O
the,O
appellants,O
had,O
already,O
been,O
in,O
jail,O
for,O
around,O
a,O
"year,",O
this,O
2,O
"Court,",O
at,O
the,O
time,O
of,O
"admission,",O
had,O
granted,O
them,O
interim,O
bail.,O
4.,O
Having,O
heard,O
the,O
learned,O
counsel,O
appearing,O
for,O
the,O
appellants,O
and,O
the,O
learned,O
counsel,O
appearing,O
for,O
the,O
"State,",O
we,O
are,O
of,O
the,O
view,O
that,O
the,O
appellants,O
be,O
continued,O
on,O
bail,O
during,O
the,O
pendency,O
of,O
the,O
trial.,O
Ordered,O
accordingly.,O
"However,",O
it,O
will,O
be,O
open,O
to,O
the,O
State,O
to,O
seek,O
cancellation,O
of,O
bail,O
in,O
case,O
the,O
appellants,O
do,O
not,O
cooperate,O
with,O
the,O
trial.,O
5.,O
In,O
view,O
of,O
the,O
"above,",O
the,O
appeals,O
are,O
disposed,O
of.,O
6.,O
Pending,O
interlocutory,O
"application(s),",O
if,O
"any,",O
is/are,O
disposed,O
of.,O
.......................J.,O
[,O
,O
KURIAN,JUDGE
JOSEPH,JUDGE
],O
.......................J.,O
[,O
,O
HEMANT,JUDGE
GUPTA,JUDGE
],O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
;,O
,O
November,DATE_OF_JUDGMENT
"19,",DATE_OF_JUDGMENT
2018,DATE_OF_JUDGMENT
".""",O
