token,nre
"""1",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1909,CASE_NO
OF,CASE_NO
2011,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.),CASE_NO
No.4536/2008),CASE_NO
O,
BALDEV,PETITIONER_OR_APPELLANT
SINGH,PETITIONER_OR_APPELLANT
Appellant(s),O
:VERSUS:,O
,O
STATE,RESPONDENT
OF,RESPONDENT
PUNJAB,RESPONDENT
Respondent(s),O
O,O
R,O
D,O
E,O
R,O
1.,O
Leave,O
granted.,O
2.,O
While,O
issuing,O
notice,O
on,O
"30.6.2008,",O
this,O
Court,O
directed,O
stay,O
of,O
arrest,O
of,O
the,O
appellant.,O
3.,O
We,O
have,O
heard,O
the,O
learned,O
counsel,O
for,O
the,O
parties.,O
In,O
the,O
facts,O
and,O
circumstances,O
of,O
this,O
"case,",O
we,O
deem,O
it,O
appropriate,O
to,O
make,O
the,O
said,O
order,O
absolute,O
and,O
"accordingly,",O
we,O
direct,O
that,O
in,O
the,O
event,O
of,O
"arrest,",O
the,O
appellant,O
shall,O
be,O
released,O
on,O
bail,O
on,O
furnishing,O
bail,O
bonds,O
for,O
"Rs.20,000/-",O
with,O
two,O
sureties,O
each,O
in,O
the,O
like,O
"amount,",O
to,O
the,O
satisfaction,O
of,O
the,O
arresting,O
authority.,O
2,O
4.,O
The,O
"appellant,",O
"however,",O
is,O
directed,O
to,O
fully,O
cooperate,O
with,O
the,O
investigating,O
agency,O
and,O
in,O
case,O
the,O
appellant,O
does,O
not,O
cooperate,O
with,O
the,O
"trial,",O
the,O
State,O
would,O
be,O
at,O
liberty,O
to,O
move,O
this,O
Court,O
for,O
variation,O
of,O
our,O
order.,O
5.,O
The,O
complainant,O
had,O
filed,O
an,O
application,O
for,O
impleadment,O
as,O
a,O
party,O
respondent,O
in,O
this,O
"case,",O
on,O
which,O
notice,O
was,O
issued,O
on,O
2.12.2009.,O
Nobody,O
appears,O
today,O
to,O
press,O
this,O
application,O
which,O
is,O
accordingly,O
dismissed,O
as,O
not,O
pressed.,O
6.,O
With,O
the,O
aforementioned,O
observation,O
and,O
"direction,",O
this,O
appeal,O
is,O
disposed,O
of.,O
.....................J,O
(,O
DALVEER,JUDGE
BHANDARI,JUDGE
),O
.....................J,O
(,O
DIPAK,JUDGE
MISRA,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
;,O
,O
October,DATE_OF_JUDGMENT
"12,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
