token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1438,CASE_NO
OF,CASE_NO
2013,CASE_NO
(@,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION,CASE_NO
(CRL.)NO.612,CASE_NO
OF,CASE_NO
2013),CASE_NO
O,
RAVINDRA,PETITIONER_OR_APPELLANT
@,PETITIONER_OR_APPELLANT
BALA,PETITIONER_OR_APPELLANT
JAGARIATH,PETITIONER_OR_APPELLANT
PATIL,PETITIONER_OR_APPELLANT
AND,PETITIONER_OR_APPELLANT
ORS.,PETITIONER_OR_APPELLANT
APPELLANT(S),O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
MAHARASHTRA,RESPONDENT
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
1.,O
Delay,O
in,O
filing,O
the,O
Special,O
Leave,O
Petition,O
is,O
condoned.,O
2.,O
Leave,O
granted.,O
3.,O
This,O
appeal,O
is,O
directed,O
against,O
the,O
judgment,O
and,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Judicature,COURT
at,COURT
Bombay,COURT
in,O
,O
Criminal,CITATION
Revision,CITATION
Application,CITATION
No.581,CITATION
of,CITATION
2011,CITATION
",",O
dated,O
10.01.2012,O
whereby,O
,O
the,COURT
High,COURT
Court,COURT
has,O
dismissed,O
the,O
Criminal,O
Revision,O
Application,O
filed,O
by,O
the,O
appellants.,O
4.,O
The,O
offences,O
alleged,O
against,O
the,O
appellants,O
are,O
punishable,O
under,O
,O
Sections,LAW
"400,",LAW
336,LAW
and,LAW
412,LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
"Code,",LAW
1860,LAW
(for,O
short,O
'the,O
IPC').,O
The,O
learned,O
Assistant,O
Sessions,O
Judge,O
had,O
framed,O
the,O
charges,O
against,O
the,O
appellants-herein,O
under,O
,O
Section,LAW
412,LAW
of,LAW
the,LAW
IPC.,LAW
5.,O
Aggrieved,O
by,O
framing,O
of,O
the,O
charges,O
under,O
,O
Section,LAW
412,LAW
of,LAW
the,LAW
IPC,LAW
by,O
the,O
learned,O
Assistant,O
Sessions,O
"Judge,",O
the,O
appellants-,O
Page,O
1,O
herein,O
had,O
filed,O
a,O
Criminal,O
Revision,O
Application,O
before,O
,O
the,COURT
High,COURT
Court,COURT
.,O
,O
The,COURT
High,COURT
Court,COURT
while,O
affirming,O
the,O
orders,O
passed,O
by,O
the,O
learned,O
Assistant,O
Sessions,O
Judge,O
had,O
dismissed,O
the,O
same,O
and,O
had,O
levelled,O
charge,O
against,O
the,O
appellants,O
under,O
,O
Section,LAW
120-B,LAW
of,LAW
the,LAW
IPC.,LAW
Aggrieved,O
by,O
the,O
said,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
",",O
the,O
appellants,O
are,O
before,O
us,O
in,O
this,O
appeal.,O
6.,O
Learned,O
counsel,O
for,O
the,O
respondent,O
submits,O
that,O
the,O
charge,O
under,O
,O
Section,LAW
120-B,LAW
was,O
not,O
made,O
out,O
against,O
the,O
appellants,O
by,O
the,O
learned,O
Assistant,O
Sessions,O
Judge,O
"and,",O
"therefore,",O
,O
the,COURT
High,COURT
Court,COURT
was,O
not,O
justified,O
in,O
dismissing,O
the,O
Criminal,O
Revision,O
Application,O
filed,O
by,O
the,O
appellants.,O
7.,O
While,O
perusing,O
the,O
complaint,O
as,O
well,O
as,O
the,O
charges,O
framed,O
by,O
the,O
learned,O
Assistant,O
Sessions,O
Judge,O
we,O
have,O
observed,O
that,O
at,O
no,O
point,O
of,O
time,O
the,O
appellants-herein,O
were,O
framed,O
under,O
,O
Section,LAW
120-B,LAW
of,LAW
the,LAW
IPC.,LAW
Taking,O
that,O
view,O
of,O
the,O
"matter,",O
we,O
are,O
of,O
the,O
opinion,O
that,O
,O
the,COURT
High,COURT
Court,COURT
ought,O
not,O
to,O
have,O
framed,O
the,O
appellants-herein,O
under,O
,O
Section,LAW
120-B,LAW
of,LAW
the,LAW
IPC.,LAW
8.,O
In,O
view,O
of,O
the,O
"above,",O
while,O
allowing,O
this,O
"appeal,",O
we,O
set,O
aside,O
the,O
judgment,O
and,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
and,O
affirm,O
the,O
order,O
passed,O
by,O
the,O
learned,O
Assistant,O
Session,O
Judge.,O
Ordered,O
accordingly.,O
.......................J.,O
(,O
H.L.,JUDGE
DATTU,JUDGE
),O
.......................J.,O
(,O
M.Y.,JUDGE
EQBAL,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
SEPTEMBER,DATE_OF_JUDGMENT
"13,",DATE_OF_JUDGMENT
2013,DATE_OF_JUDGMENT
Page,O
"2""",O
