token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.477,CASE_NO
OF,CASE_NO
2009,CASE_NO
[Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.)No.184,CASE_NO
of,CASE_NO
2009],CASE_NO
O,
LALAN,PETITIONER_OR_APPELLANT
PRASAD,PETITIONER_OR_APPELLANT
...,O
Appellant(s),O
Versus,O
,O
STATE,RESPONDENT
OF,RESPONDENT
BIHAR,RESPONDENT
...,O
Respondent(s),O
ORDER,O
Delay,O
condoned.,O
Leave,O
granted.,O
,O
State,RESPONDENT
of,RESPONDENT
Bihar,RESPONDENT
has,O
appeared,O
pursuant,O
to,O
notice.,O
By,O
the,O
order,O
dated,O
08/08/2008,O
passed,O
by,O
the,O
,O
Patna,COURT
High,COURT
Court,COURT
in,O
,O
Crl.Misc.No.32796,CASE_NO
of,CASE_NO
2008,CASE_NO
",",O
impugned,O
in,O
the,O
present,O
"appeal,",O
the,O
appellant's,O
prayer,O
for,O
grant,O
of,O
bail,O
has,O
been,O
"rejected,",O
with,O
liberty,O
to,O
renew,O
his,O
prayer,O
before,O
the,O
court,O
below,O
after,O
completing,O
one,O
year,O
in,O
jail,O
custody.,O
Learned,O
counsel,O
appearing,O
for,O
the,O
"appellant,",O
"however,",O
submits,O
that,O
after,O
the,O
impugned,O
order,O
had,O
been,O
"passed,",O
one,O
,O
Surender,ACCUSED
Prasad,ACCUSED
and,O
one,O
,O
Mukesh,ACCUSED
Prasad,ACCUSED
had,O
been,O
released,O
on,O
bail,O
on,O
13/8/2008,O
and,O
21/08/2008,O
"respectively,",O
in,O
respect,O
of,O
the,O
same,O
allegations.,O
In,O
that,O
view,O
of,O
the,O
"matter,",O
having,O
considered,O
the,O
submissions,O
"made,",O
we,O
modify,O
the,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
and,O
since,O
the,O
appellant,O
has,O
already,O
been,O
in,O
custody,O
for,O
about,O
ten,O
"months,",O
we,O
delete,O
the,O
bar,O
imposed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
in,O
its,O
order,O
dated,O
08/08/2008,O
and,O
make,O
it,O
clear,O
that,O
the,O
appellant,O
will,O
be,O
at,O
liberty,O
to,O
move,O
,O
the,COURT
High,COURT
Court,COURT
for,O
grant,O
of,O
bail,O
at,O
any,O
time,O
hereafter.,O
The,O
appeal,O
is,O
disposed,O
of,O
with,O
the,O
aforesaid,O
modification.,O
...................J.,O
(,O
ALTAMAS,JUDGE
KABIR,JUDGE
),O
...................J.,O
(,O
CYRIAC,JUDGE
JOSEPH,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
March,DATE_OF_JUDGMENT
"16,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
