token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
REPORTABLE,O
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NOS.,CASE_NO
1413-1414,CASE_NO
OF,CASE_NO
2011,CASE_NO
O,
Anil,PETITIONER_OR_APPELLANT
Sachar,PETITIONER_OR_APPELLANT
&Anr.,PETITIONER_OR_APPELLANT
.....Appellants,O
Versus,O
,O
M/s.,RESPONDENT
Shree,RESPONDENT
Nath,RESPONDENT
Spinners,RESPONDENT
P.Ltd.,RESPONDENT
&,RESPONDENT
Ors.,RESPONDENT
Etc.,RESPONDENT
.....Respondents,O
O,O
R,O
D,O
E,O
R,O
We,O
have,O
heard,O
the,O
learned,O
counsel,O
appearing,O
for,O
the,O
parties,O
on,O
the,O
question,O
of,O
sentence.,O
Having,O
gone,O
through,O
the,O
"records,",O
we,O
find,O
that,O
Mr.,O
Munish,O
"Jain,",O
against,O
whom,O
the,O
notice,O
was,O
issued,O
on,O
the,O
question,O
of,O
sentence,O
has,O
died.,O
"Accordingly,",O
so,O
far,O
he,O
is,O
"concerned,",O
the,O
matter,O
stands,O
abated.,O
There,O
is,O
yet,O
one,O
more,O
accused,O
in,O
the,O
"case,",O
apart,O
from,O
the,O
"company,",O
who,O
was,O
also,O
impleaded,O
as,O
a,O
party,O
in,O
the,O
present,O
proceedings.,O
The,O
said,O
Director,O
of,O
the,O
company,O
is,O
Mr.,O
Varun,O
Jain.,O
We,O
have,O
heard,O
the,O
learned,O
counsel,O
appearing,O
for,O
the,O
parties,O
on,O
the,O
question,O
of,O
sentence.,O
Considering,O
the,O
provisions,O
of,O
,O
Section,LAW
138,LAW
of,LAW
the,LAW
Negotiable,LAW
Instruments,LAW
Act,LAW
",",O
we,O
consider,O
that,O
imposition,O
of,O
,O
fine,JUDGMENT
of,JUDGMENT
an,JUDGMENT
amount,JUDGMENT
of,JUDGMENT
Rs.,JUDGMENT
"10,00,000/-",JUDGMENT
(Rupees,O
ten,O
lacs,O
only),O
would,O
meet,O
the,O
ends,O
of,O
justice,O
in,O
the,O
present,O
case.,O
Considering,O
the,O
facts,O
and,O
circumstances,O
of,O
the,O
"case,",O
"we,",O
"therefore,",O
impose,O
a,O
fine,O
of,O
Rs.,O
"10,00,000/-",O
(Rupees,O
ten,O
lacs,O
only),O
on,O
the,O
respondent,O
payable,O
to,O
the,O
appellants/complainants,O
by,O
way,O
of,O
compensation.,O
At,O
this,O
"stage,",O
the,O
counsel,O
appearing,O
for,O
the,O
respondent,O
has,O
handed,O
over,O
drafts,O
amounting,O
to,O
Rs.,O
"10,00,000/-,",O
payable,O
to,O
the,O
"appellants/complainants,",O
to,O
the,O
counsel,O
appearing,O
for,O
the,O
"appellants/complainants,",O
who,O
receives,O
the,O
said,O
amount,O
which,O
is,O
imposed,O
as,O
fine,O
and,O
payable,O
to,O
the,O
appellants.,O
Fine,O
having,O
been,O
paid,O
and,O
received,O
brings,O
the,O
litigation,O
to,O
an,O
end.,O
In,O
that,O
view,O
of,O
the,O
"matter,",O
nothing,O
further,O
survives,O
in,O
these,O
"appeals,",O
which,O
stand,O
disposed,O
of.,O
......................J,O
(,O
Dr.,JUDGE
MUKUNDAKAM,JUDGE
SHARMA,JUDGE
),O
......................J,O
(,O
ANIL,JUDGE
R.,JUDGE
DAVE,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
AUGUST,DATE_OF_JUDGMENT
"17,",DATE_OF_JUDGMENT
201,DATE_OF_JUDGMENT
"1""",O
