token,nre
"""",O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
1,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1441,CASE_NO
OF,CASE_NO
2011,CASE_NO
ARISING,CASE_NO
OUT,CASE_NO
OF,CASE_NO
SLP(CRL),CASE_NO
NO.,CASE_NO
4810,CASE_NO
OF,CASE_NO
2011,CASE_NO
O,
MAN,PETITIONER_OR_APPELLANT
SINGH,PETITIONER_OR_APPELLANT
.....,O
APPELLANT,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
U.P.,RESPONDENT
.....,O
RESPONDENT,O
O,O
R,O
D,O
E,O
R,O
1.,O
Delay,O
condoned.,O
2.,O
Leave,O
granted.,O
3.,O
We,O
have,O
heard,O
the,O
learned,O
counsel,O
for,O
the,O
parties.,O
4.,O
The,O
appellant,O
was,O
arrested,O
on,O
the,O
11th,O
"August,",O
,O
1979,DATE_AND_TIME_CRIME
at,O
about,O
9:15a.m.,O
and,O
half,O
a,O
bottle,O
of,O
illicit,O
liquor,O
along,O
with,O
lahan,O
and,O
other,O
implements,O
for,O
,O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
2,O
manufacturing,O
liquor,O
were,O
seized,O
from,O
him.,O
On,O
the,O
completion,O
of,O
the,O
"investigation,",O
he,O
was,O
brought,O
to,O
trial,O
for,O
an,O
offence,O
punishable,O
under,O
,O
Section,LAW
60(2),LAW
of,LAW
the,LAW
U.P.,LAW
Excise,LAW
"Act,",LAW
1910,LAW
.,O
The,O
trial,O
court,O
relying,O
on,O
the,O
evidence,O
of,O
the,O
members,O
of,O
the,O
police,O
party,O
and,O
the,O
Excise,O
Inspector,O
convicted,O
him,O
under,O
the,O
aforesaid,O
provision,O
and,O
,O
sentenced,JUDGMENT
him,JUDGMENT
to,JUDGMENT
undergo,JUDGMENT
one,JUDGMENT
year's,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
and,JUDGMENT
to,JUDGMENT
payment,JUDGMENT
of,JUDGMENT
fine,JUDGMENT
as,O
well.,O
This,O
conviction,O
and,O
sentence,O
has,O
been,O
confirmed,O
by,O
the,O
first,O
appellate,O
court,O
as,O
well,O
as,O
the,O
Revisional,O
Court,O
vide,O
judgments,O
dated,O
22nd,O
"October,",O
1983,O
and,O
30th,O
"November,",O
2010,O
respectively.,O
The,O
matter,O
is,O
before,O
us,O
in,O
this,O
background.,O
5.,O
During,O
the,O
course,O
of,O
"arguments,",O
the,O
learned,O
counsel,O
for,O
the,O
appellant,O
has,O
raised,O
primarily,O
one,O
submission,O
before,O
us.,O
He,O
has,O
pointed,O
out,O
that,O
though,O
,O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
3,O
a,O
large,O
number,O
of,O
incriminating,O
circumstances,O
had,O
been,O
introduced,O
by,O
the,O
prosecution,O
during,O
the,O
course,O
of,O
the,O
evidence,O
but,O
the,O
statement,O
of,O
the,O
appellant,O
recorded,O
under,O
,O
Section,LAW
313,LAW
of,LAW
the,LAW
Code,LAW
of,LAW
Criminal,LAW
Procedure,LAW
was,O
completely,O
perfunctory,O
and,O
did,O
not,O
satisfy,O
the,O
tests,O
laid,O
down,O
by,O
this,O
Court,O
in,O
a,O
string,O
of,O
cases,O
and,O
in,O
this,O
view,O
of,O
the,O
matter,O
grave,O
prejudice,O
had,O
been,O
suffered,O
by,O
the,O
appellant,O
as,O
all,O
incriminating,O
circumstances,O
had,O
not,O
been,O
put,O
to,O
him.,O
It,O
has,O
been,O
submitted,O
that,O
this,O
flaw,O
in,O
the,O
trial,O
required,O
that,O
he,O
should,O
be,O
acquitted,O
of,O
the,O
offence,O
charged.,O
6.,O
We,O
have,O
considered,O
the,O
argument,O
and,O
find,O
merit,O
in,O
it.,O
,O
Section,LAW
313,LAW
postulates,O
that,O
all,O
incriminating,O
circumstances,O
must,O
be,O
put,O
to,O
an,O
accused,O
so,O
that,O
he,O
is,O
in,O
a,O
position,O
to,O
explain,O
the,O
circumstances,O
against,O
him.,O
We,O
reproduce,O
the,O
statement,O
in,O
extenso,O
herein,O
below:,O
,O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
4,O
“Q1,O
You,O
have,O
heard,O
the,O
statement,O
of,O
accused,O
which,O
are,O
against,O
you,O
what,O
you,O
have,O
to,O
say?,O
Ans.,O
They,O
are,O
deposing,O
in,O
enmity.,O
Q2,O
Will,O
you,O
lead,O
the,O
defence,O
evidence?,O
Ans.,O
No.,O
Q3,O
Is,O
there,O
anything,O
else,O
you,O
want,O
to,O
say?,O
Ans.,O
I,O
was,O
sitting,O
at,O
the,O
shop,O
of,O
Brijbhan,O
at,O
Shishgarh,O
Town,O
and,O
I,O
was,O
apprehended,O
by,O
the,O
police,O
persons,O
during,O
the,O
crime,O
week.”,O
7.,O
Faced,O
with,O
an,O
obvious,O
"difficulty,",O
,O
Mr.,ADVOCATE
Ratnakar,ADVOCATE
Dash,ADVOCATE
",",O
the,O
learned,O
Senior,O
Counsel,O
for,O
the,O
,O
State,RESPONDENT
of,RESPONDENT
U.P.,RESPONDENT
has,O
submitted,O
that,O
in,O
this,O
view,O
of,O
the,O
"matter,",O
the,O
trial,O
court,O
should,O
be,O
asked,O
to,O
record,O
the,O
statement,O
under,O
,O
Section,LAW
313,LAW
of,LAW
the,LAW
Code,LAW
of,LAW
Criminal,LAW
Procedure,LAW
yet,O
again,O
so,O
that,O
any,O
lacunae,O
that,O
has,O
crept,O
in,O
can,O
be,O
filled,O
up.,O
We,O
are,O
not,O
willing,O
to,O
accept,O
this,O
submission,O
at,O
this,O
belated,O
stage.,O
The,O
incident,O
occurred,O
way,O
back,O
in,O
the,O
year,O
,O
1979,DATE_AND_TIME_CRIME
and,O
the,O
appellant,O
,O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
5,O
has,O
been,O
facing,O
trial,O
or,O
other,O
legal,O
proceedings,O
for,O
almost,O
32,O
years,O
now,O
and,O
that,O
too,O
for,O
being,O
in,O
possession,O
of,O
only,O
half,O
a,O
bottle,O
of,O
liquor.,O
We,O
are,O
also,O
