token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
No.2058,CASE_NO
OF,CASE_NO
2008,CASE_NO
[Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.)No.6770,CASE_NO
of,CASE_NO
2008],CASE_NO
O,
VENUGOPALAN,PETITIONER_OR_APPELLANT
...,O
Appellant(s),O
Versus,O
,O
STATE,RESPONDENT
OF,RESPONDENT
KERALA,RESPONDENT
&,RESPONDENT
ANR.,RESPONDENT
...,O
Respondent(s),O
ORDER,O
Leave,O
granted.,O
Having,O
heard,O
learned,O
counsel,O
for,O
the,O
respective,O
"parties,",O
and,O
the,O
submissions,O
made,O
on,O
behalf,O
of,O
the,O
"appellant,",O
that,O
the,O
fine,O
amount,O
of,O
"Rs.25,000/-",O
has,O
already,O
been,O
"deposited,",O
we,O
while,O
confirming,O
the,O
"conviction,",O
set,O
aside,O
the,O
sentence,O
regarding,O
imprisonment.,O
The,O
judgment,O
and,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
is,O
modified,O
accordingly.,O
The,O
appeal,O
is,O
disposed,O
of,O
with,O
the,O
aforesaid,O
modification,O
of,O
the,O
order,O
impugned.,O
...................J.,O
(,O
ALTAMAS,JUDGE
KABIR,JUDGE
),O
...................J.,O
(,O
MARKANDEY,JUDGE
KATJU,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
December,DATE_OF_JUDGMENT
"17,",DATE_OF_JUDGMENT
2008,DATE_OF_JUDGMENT
".""",O
