token,nre
"""REPORTABLE",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(S).926/2018,CASE_NO
(ARISING,CASE_NO
FROM,CASE_NO
SLP,CASE_NO
(CRL),CASE_NO
NOS.,CASE_NO
10102/2017),CASE_NO
O,
MOHAMMED,PETITIONER_OR_APPELLANT
ZAKIR,PETITIONER_OR_APPELLANT
APPELLANT,O
(S),O
VERSUS,O
,O
SHABANA,RESPONDENT
&,RESPONDENT
ORS.,RESPONDENT
RESPONDENT(S),O
J,O
U,O
D,O
G,O
M,O
E,O
N,O
T,O
,O
KURIAN,JUDGE
",",O
J.,O
Leave,O
granted.,O
2.,O
We,O
have,O
heard,O
the,O
"petitioner,",O
who,O
is,O
appearing,O
in,O
"person,",O
,O
Mr.,ADVOCATE
Joseph,ADVOCATE
Aristotle,ADVOCATE
"S.,",O
learned,O
counsel,O
appearing,O
for,O
Respondent,O
Nos.1,O
to,O
4,O
and,O
,O
Mr.,ADVOCATE
Gopal,ADVOCATE
Sankaranarayanan,ADVOCATE
",",O
learned,O
"counsel,",O
who,O
was,O
appointed,O
as,O
an,O
amicus,O
in,O
this,O
matter.,O
3.,O
The,O
appellant,O
is,O
aggrieved,O
since,O
,O
the,COURT
High,COURT
Court,COURT
passed,O
an,O
order,O
under,O
,O
Section,LAW
362,LAW
Cr.P.C.,LAW
dated,O
28.04.2017,O
recalling,O
its,O
own,O
order,O
dated,O
18.04.2017.,O
The,O
order,O
dated,O
28.04.2017,O
reads,O
as,O
under:-,O
“,O
Notwithstanding,LAW
section,LAW
362,LAW
of,LAW
Cr.P.C,LAW
.,O
Signature,O
Not,O
Verified,O
the,O
order,O
rendered,O
by,O
this,O
Court,O
earlier,O
on,O
Digitally,O
signed,O
by,O
NARENDRA,O
PRASAD,O
Date:,O
2018.08.11,O
10:59:37,O
IST,O
Reason:,O
18.04.2017,O
is,O
found,O
to,O
be,O
patently,O
erroneous,O
and,O
therefore,O
the,O
order,O
is,O
withdrawn.,O
The,O
1,O
petition,O
is,O
restored,O
to,O
file,O
and,O
the,O
registry,O
is,O
directed,O
not,O
to,O
webhost,O
the,O
order,O
passed,O
earlier,O
and,O
to,O
take,O
note,O
of,O
the,O
fact,O
that,O
the,O
order,O
is,O
withdrawn.”,O
4.,O
,O
The,COURT
High,COURT
Court,COURT
should,O
not,O
have,O
exercised,O
the,O
power,O
under,O
,O
Section,LAW
362,LAW
Cr.P.C.,LAW
for,O
a,O
correction,O
on,O
merits.,O
However,O
patently,O
erroneous,O
the,O
earlier,O
order,O
"be,",O
it,O
can,O
only,O
be,O
corrected,O
in,O
the,O
process,O
known,O
to,O
law,O
and,O
not,O
under,O
,O
Section,LAW
362,LAW
Cr.P.C.,LAW
The,O
whole,O
purpose,O
of,O
,O
Section,LAW
362,LAW
Cr.P.C.,LAW
is,O
only,O
to,O
correct,O
a,O
clerical,O
or,O
arithmetical,O
error.,O
What,O
,O
the,COURT
High,COURT
Court,COURT
sought,O
to,O
do,O
in,O
the,O
impugned,O
order,O
is,O
not,O
to,O
correct,O
a,O
clerical,O
or,O
arithmetical,O
error;,O
it,O
sought,O
to,O
re-,O
hear,O
the,O
matter,O
on,O
"merits,",O
"since,",O
according,O
to,O
the,O
learned,O
"Judge,",O
the,O
earlier,O
order,O
was,O
patently,O
erroneous.,O
That,O
is,O
impermissible,O
under,O
law.,O
"Accordingly,",O
we,O
set,O
aside,O
the,O
impugned,O
order,O
dated,O
28.04.2017.,O
5.,O
Now,O
that,O
the,O
parties,O
have,O
appeared,O
before,O
"us,",O
we,O
have,O
ascertained,O
that,O
the,O
appellant,O
approached,O
,O
the,COURT
High,COURT
Court,COURT
",",O
aggrieved,O
by,O
the,O
notice,O
issued,O
by,O
,O
the,COURT
Sessions,COURT
Court,COURT
on,O
25.01.2017,O
in,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.95/2017,CASE_NO
.,O
Since,O
the,O
said,O
appeal,O
is,O
pending,O
before,O
Principal,O
City,O
Civil,O
and,O
Sessions,O
"Judge,",O
"Bengaluru,",O
we,O
do,O
not,O
propose,O
to,O
deal,O
with,O
the,O
matter,O
on,O
merits.,O
"Accordingly,",O
we,O
set,O
aside,O
the,O
order,O
dated,O
18.04.2017,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
and,O
dispose,O
of,O
this,O
appeal,O
with,O
a,O
direction,O
to,O
the,O
Principal,O
City,O
Civil,O
and,O
Sessions,O
"Judge,",O
Bengalure,O
to,O
dispose,O
of,O
the,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.95/2017,CASE_NO
expeditiously.,O
2,O
6.,O
Pending,O
"applications,",O
if,O
"any,",O
shall,O
stand,O
disposed,O
of.,O
.......................J.,O
[,O
KURIAN,JUDGE
JOSEPH,JUDGE
],O
.......................J.,O
[,O
SANJAY,JUDGE
KISHAN,JUDGE
KAU,JUDGE
L],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
JULY,DATE_OF_JUDGMENT
"23,",DATE_OF_JUDGMENT
2018,DATE_OF_JUDGMENT
.,O
"3""",O
