token,nre
"""REPORTABLE",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NOS.,CASE_NO
OF,CASE_NO
2010,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.)Nos.,CASE_NO
197-198/2008),CASE_NO
O,
RAVINDRA,PETITIONER_OR_APPELLANT
TUKARAM,PETITIONER_OR_APPELLANT
HIWALE,PETITIONER_OR_APPELLANT
..,O
APPELLANT(S),O
vs.,O
,O
STATE,RESPONDENT
OF,RESPONDENT
MAHARASHTRA,RESPONDENT
..,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
Leave,O
granted.,O
The,O
appellant,O
was,O
married,O
with,O
the,O
deceased,O
,O
Alka,VICTIM
after,O
the,O
death,O
of,O
his,O
first,O
wife.,O
As,O
per,O
the,O
prosecution,O
story,O
at,O
about,O
,O
7.00,DATE_AND_TIME_CRIME
a.m.,DATE_AND_TIME_CRIME
on,DATE_AND_TIME_CRIME
6th,DATE_AND_TIME_CRIME
"February,",DATE_AND_TIME_CRIME
1990,DATE_AND_TIME_CRIME
the,O
deceased,O
suffered,O
serious,O
burn,O
injuries,O
in,O
the,O
kitchen,O
of,O
the,O
house,O
and,O
ultimately,O
died,O
of,O
those,O
injuries.,O
It,O
is,O
the,O
prosecution,O
case,O
that,O
at,O
about,O
8.30,O
a.m.,O
on,O
the,O
9th,O
February,O
1990,O
she,O
made,O
a,O
dying,O
declaration,O
to,O
PW.10,O
–,O
a,O
,O
Police,WITNESS
Head,WITNESS
Constable,WITNESS
",",O
in,O
which,O
she,O
stated,O
that,O
she,O
had,O
a,O
quarrel,O
with,O
her,O
husband,O
over,O
the,O
house-hold,O
chores,O
and,O
over,O
the,O
feeding,O
of,O
the,O
children,O
and,O
she,O
had,O
thereafter,O
poured,O
,O
kerosene,WEAPONS
on,O
herself,O
and,O
then,O
burnt,O
herself.,O
The,O
Trial,O
Court,O
on,O
a,O
consideration,O
of,O
the,O
evidence,O
convicted,O
the,O
appellant,O
for,O
offences,O
punishable,O
under,O
,O
Section,LAW
498-A,LAW
and,O
to,O
a,O
,O
sentence,JUDGMENT
of,JUDGMENT
one,JUDGMENT
year,JUDGMENT
and,O
under,O
,O
Section,LAW
306,LAW
to,O
a,O
,O
sentence,JUDGMENT
of,JUDGMENT
four,JUDGMENT
years,JUDGMENT
.,O
The,O
appellant,O
thereafter,O
filed,O
an,O
appeal,O
in,O
,O
the,COURT
High,COURT
Court,COURT
of,O
-2-,O
,O
Bombay,COURT
whereas,O
the,O
,O
State,RESPONDENT
of,RESPONDENT
Maharashtra,RESPONDENT
also,O
filed,O
an,O
appeal,O
pleading,O
for,O
a,O
higher,O
sentence.,O
The,O
appeal,O
filed,O
by,O
the,O
appellant,O
was,O
dismissed.,O
The,O
appeal,O
filed,O
by,O
the,O
State,O
was,O
allowed,O
and,O
the,O
sentence,O
awarded,O
by,O
the,O
Trial,O
Court,O
under,O
,O
Section,LAW
306,LAW
IPC,O
was,O
,O
enhanced,JUDGMENT
from,JUDGMENT
four,JUDGMENT
to,JUDGMENT
six,JUDGMENT
years,JUDGMENT
.,O
It,O
is,O
in,O
this,O
situation,O
that,O
the,O
matter,O
is,O
before,O
us.,O
The,O
learned,O
counsel,O
for,O
the,O
appellant,O
has,O
made,O
only,O
one,O
argument,O
before,O
us.,O
He,O
has,O
submitted,O
that,O
,O
the,COURT
High,COURT
Court,COURT
had,O
observed,O
that,O
the,O
appellant,O
appeared,O
to,O
be,O
of,O
a,O
quarrelsome,O
and,O
aggressive,O
nature,O
and,O
as,O
evidence,O
of,O
his,O
behaviour,O
had,O
placed,O
reliance,O
on,O
two,O
letters,O
which,O
required,O
that,O
a,O
heavy,O
sentence,O
should,O
be,O
imposed.,O
We,O
"see,",O
"however,",O
that,O
in,O
the,O
light,O
of,O
the,O
dying,O
declaration,O
made,O
by,O
the,O
deceased,O
that,O
she,O
had,O
quarreled,O
with,O
her,O
husband,O
that,O
very,O
morning,O
(which,O
is,O
a,O
common,O
place,O
happening,O
amongst,O
young,O
married,O
"couples),",O
,O
the,COURT
High,COURT
Court,COURT
was,O
not,O
justified,O
in,O
holding,O
that,O
the,O
appellant,O
was,O
liable,O
to,O
an,O
enhancement,O
in,O
the,O
sentence,O
on,O
account,O
of,O
his,O
quarrelsome,O
nature.,O
We,O
must,O
also,O
emphasize,O
that,O
the,O
interference,O
of,O
the,O
appellate,O
court,O
on,O
the,O
quantum,O
of,O
sentence,O
should,O
be,O
rare,O
and,O
only,O
in,O
exceptional,O
cases.,O
,O
Section,LAW
306,LAW
of,O
the,O
IPC,O
provides,O
for,O
a,O
sentence,O
which,O
may,O
extend,O
to,O
10,O
years.,O
It,O
was,O
therefore,O
the,O
prerogative,O
of,O
the,O
Trial,O
Court,O
to,O
award,O
a,O
sentence,O
up,O
to,O
10,O
years.,O
As,O
already,O
mentioned,O
above,O
the,O
trial,O
court,O
had,O
-3-,O
given,O
a,O
positive,O
finding,O
that,O
there,O
was,O
no,O
misbehaviour,O
on,O
the,O
part,O
of,O
the,O
appellant,O
over,O
a,O
period,O
of,O
time,O
and,O
the,O
incident,O
was,O
a,O
spontaneous,O
one,O
arising,O
out,O
of,O
a,O
family,O
quarrel,O
in,O
the,O
morning.,O
The,O
finding,O
of,O
,O
the,COURT
High,COURT
Court,COURT
based,O
on,O
two,O
letters,O
written,O
about,O
a,O
year,O
before,O
the,O
incident,O
would,O
therefore,O
have,O
little,O
value,O
in,O
the,O
light,O
of,O
the,O
dying,O
declaration,O
of,O
the,O
deceased.,O
We,O
also,O
notice,O
that,O
the,O
incident,O
happened,O
in,O
"February,",O
1990,O
and,O
we,O
are,O
told,O
by,O
the,O
learned,O
amicus,O
curiae,O
that,O
the,O
appellant,O
has,O
undergone,O
about,O
four,O
years,O
of,O
the,O
sentence.,O
We,O
accordingly,O
allow,O
the,O
"appeal,",O
quash,O
the,O
sentence,O
awarded,O
by,O
,O
the,COURT
High,COURT
Court,COURT
and,O
confirm,O
the,O
judgment,O
of,O
the,O
Trial,O
Court.,O
In,O
the,O
"meantime,",O
we,O
also,O
direct,O
that,O
the,O
appellant,O
who,O
is,O
in,O
"custody,",O
shall,O
be,O
released,O
forthwith,O
if,O
not,O
required,O
in,O
connection,O
with,O
any,O
other,O
case.,O
.................J.,O
(,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
),O
.................J.,O
(,O
C.K.,JUDGE
PRASAD,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
August,DATE_OF_JUDGMENT
"2,",DATE_OF_JUDGMENT
2010,DATE_OF_JUDGMENT
".""",O
