token,nre
"""1",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
480,CASE_NO
OF,CASE_NO
2013,CASE_NO
(@,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION(CRIMINAL)NO.6102,CASE_NO
OF,CASE_NO
2012),CASE_NO
O,
M/S.,PETITIONER_OR_APPELLANT
PRIME,PETITIONER_OR_APPELLANT
IMPEX,PETITIONER_OR_APPELLANT
LTD.,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
ORS.,PETITIONER_OR_APPELLANT
APPELLANTS,O
VERSUS,O
,O
M/S.,RESPONDENT
P.E.C.,RESPONDENT
LTD.,RESPONDENT
&,RESPONDENT
ANR.,RESPONDENT
RESPONDENTS,O
O,O
R,O
D,O
E,O
R,O
1.,O
Leave,O
granted.,O
2.,O
This,O
appeal,O
is,O
directed,O
against,O
the,O
judgment,O
and,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
at,COURT
Delhi,COURT
in,O
,O
Criminal,PETITION-DETAILS
Revision,PETITION-DETAILS
Petition,PETITION-DETAILS
No.456,PETITION-DETAILS
of,PETITION-DETAILS
2011,PETITION-DETAILS
",",O
dated,O
13.10.2011.,O
3.,O
By,O
the,O
impugned,O
judgment,O
and,O
"order,",O
,O
the,COURT
High,COURT
Court,COURT
has,O
taken,O
exception,O
to,O
the,O
findings,O
and,O
conclusions,O
reached,O
by,O
the,O
learned,O
Addl.,O
Chief,O
Metropolitan,O
Magistrate,O
in,O
,O
Complaint,CASE_NO
Case,CASE_NO
No.,CASE_NO
4060,CASE_NO
of,CASE_NO
2011,CASE_NO
and,O
"accordingly,",O
has,O
allowed,O
the,O
petition.,O
4.,O
,O
Shri,ADVOCATE
L.,ADVOCATE
Nageswara,ADVOCATE
Rao,ADVOCATE
",",O
learned,O
senior,O
counsel,O
appearing,O
for,O
the,O
appellants,O
would,O
submit,O
that,O
,O
the,COURT
High,COURT
Court,COURT
",",O
while,O
passing,O
the,O
order,O
in,O
Revision,O
Petition,O
filed,O
under,O
,O
Section,LAW
401,LAW
of,LAW
the,LAW
Criminal,LAW
Procedure,LAW
"Code,",LAW
1973,LAW
",",O
had,O
not,O
afforded,O
the,O
opportunity,O
of,O
hearing,O
to,O
the,O
appellants,O
herein,O
and,O
submits,O
that,O
the,O
same,O
is,O
opposed,O
to,O
the,O
principles,O
laid,O
down,O
by,O
this,O
Court,O
in,O
the,O
case,O
of,O
Page,O
1,O
2,O
,O
Manharibhai,CITATION
Muljibhai,CITATION
Kakadia,CITATION
and,CITATION
Another,CITATION
vs.,CITATION
Shaileshbhai,CITATION
Mohanbhai,CITATION
Patel,CITATION
and,CITATION
"Others,",CITATION
reported,CITATION
in,CITATION
(2012),CITATION
10,CITATION
SCC,CITATION
517.,CITATION
In,O
the,O
said,O
"decision,",O
this,O
Court,O
has,O
stated,O
as,O
under:,O
“48.,O
In,O
case,O
where,O
the,O
complaint,O
has,O
been,O
dismissed,O
by,O
the,O
Magistrate,O
under,O
,O
Section,LAW
203,LAW
of,LAW
the,LAW
Code,LAW
either,O
at,O
the,O
stage,O
of,O
,O
Section,LAW
200,LAW
itself,O
or,O
on,O
completion,O
of,O
inquiry,O
by,O
the,O
Magistrate,O
under,O
,O
Section,LAW
202,LAW
or,O
on,O
receipt,O
of,O
the,O
report,O
from,O
the,O
police,O
or,O
from,O
any,O
person,O
to,O
whom,O
the,O
direction,O
was,O
issued,O
by,O
the,O
Magistrate,O
to,O
investigate,O
into,O
the,O
allegations,O
in,O
the,O
"complaint,",O
the,O
effect,O
of,O
such,O
dismissal,O
is,O
termination,O
of,O
complaint,O
proceedings.,O
On,O
a,O
plain,O
reading,O
of,O
sub-section,O
(2),O
of,O
,O
Section,LAW
401,LAW
",",O
it,O
cannot,O
be,O
said,O
that,O
the,O
person,O
against,O
whom,O
the,O
allegations,O
of,O
having,O
committed,O
the,O
offence,O
have,O
been,O
made,O
in,O
the,O
complaint,O
and,O
the,O
complaint,O
has,O
been,O
dismissed,O
by,O
the,O
Magistrate,O
under,O
,O
Section,LAW
203,LAW
",",O
has,O
no,O
right,O
to,O
be,O
heard,O
because,O
no,O
process,O
has,O
been,O
issued.,O
The,O
dismissal,O
of,O
complaint,O
by,O
the,O
Magistrate,O
under,O
,O
Section,LAW
203,LAW
–,O
although,O
it,O
is,O
at,O
preliminary,O
stage,O
–,O
nevertheless,O
results,O
in,O
termination,O
of,O
proceedings,O
in,O
a,O
complaint,O
against,O
the,O
persons,O
who,O
are,O
alleged,O
to,O
have,O
committed,O
the,O
crime.,O
Once,O
a,O
challenge,O
is,O
laid,O
to,O
such,O
order,O
at,O
the,O
instance,O
of,O
the,O
complainant,O
in,O
a,O
revision,O
petition,O
before,O
,O
the,COURT
High,COURT
Court,COURT
or,O
the,O
Sessions,O
"Judge,",O
by,O
virtue,O
of,O
,O
Section,LAW
401(2),LAW
of,LAW
the,LAW
Code,LAW
",",O
the,O
suspects,O
get,O
the,O
right,O
of,O
hearing,O
before,O
the,O
Revisional,O
Court,O
although,O
such,O
order,O
was,O
passed,O
without,O
their,O
participation.,O
The,O
right,O
given,O
to,O
“accused”,O
or,O
“the,O
other,O
person”,O
under,O
,O
Section,LAW
401(2),LAW
of,O
being,O
heard,O
before,O
the,O
Revisional,O
Court,O
to,O
defend,O
an,O
order,O
which,O
operates,O
in,O
his,O
favour,O
should,O
not,O
be,O
confused,O
with,O
the,O
proceedings,O
before,O
a,O
Magistrate,O
under,O
,O
Sections,LAW
"200,",LAW
"202,",LAW
203,LAW
and,LAW
204,LAW
.,O
In,O
the,O
revision,O
petition,O
before,O
,O
the,COURT
High,COURT
Court,COURT
or,O
the,O
Sessions,O
Judge,O
at,O
the,O
instance,O
of,O
the,O
complainant,O
challenging,O
the,O
order,O
of,O
dismissal,O
of,O
"complaint,",O
one,O
of,O
the,O
things,O
that,O
could,O
happen,O
is,O
reversal,O
of,O
the,O
order,O
of,O
the,O
Magistrate,O
and,O
revival,O
of,O
the,O
complaint.,O
It,O
is,O
in,O
this,O
view,O
of,O
the,O
matter,O
that,O
the,O
accused,O
or,O
other,O
person,O
cannot,O
be,O
deprived,O
of,O
hearing,O
on,O
the,O
face,O
of,O
the,O
express,O
provision,O
contained,O
in,O
Section,O
Page,O
2,O
3,O
401(2),O
of,O
the,O
Code.,O
The,O
stage,O
is,O
not,O
important,O
whether,O
it,O
is,O
pre-process,O
stage,O
or,O
post-,O
process,O
stage.”,O
5.,O
In,O
view,O
of,O
the,O
dictum,O
laid,O
down,O
by,O
this,O
Court,O
in,O
the,O
aforesaid,O
"decision,",O
we,O
are,O
of,O
the,O
opinion,O
that,O
,O
the,COURT
High,COURT
Court,COURT
was,O
not,O
justified,O
in,O
passing,O
the,O
order,O
without,O
affording,O
opportunity,O
of,O
hearing,O
to,O
the,O
appellants.,O
6.,O
In,O
the,O
"result,",O
we,O
allow,O
this,O
"appeal,",O
set,O
aside,O
the,O
judgment,O
and,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
and,O
remand,O
the,O
matter,O
back,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
fresh,O
disposal,O
in,O
accordance,O
with,O
"law,",O
after,O
affording,O
opportunity,O
of,O
hearing,O
to,O
the,O
appellants.,O
7.,O
All,O
the,O
contentions,O
raised,O
by,O
both,O
the,O
parties,O
are,O
left,O
open.,O
Ordered,O
accordingly.,O
.......................J.,O
(,O
H.L.,JUDGE
DATTU,JUDGE
),O
.......................J.,O
(,O
JAGDISH,JUDGE
