token,nre
"""1",O
“REPORTABLE”,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.486-487,CASE_NO
OF,CASE_NO
2009,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
2688-89,CASE_NO
of,CASE_NO
2005),CASE_NO
O,
Sethuraman,PETITIONER_OR_APPELLANT
….,O
Appellant,O
Versus,O
,O
Rajamanickam,RESPONDENT
….,O
Respondent,O
JUDGMENT,O
,O
V.S.,JUDGE
SIRPURKAR,JUDGE
",",O
J.,O
1.,O
Leave,O
granted.,O
2.,O
In,O
these,O
"appeals,",O
the,O
common,O
order,O
passed,O
by,O
the,O
Learned,O
Single,O
Judge,O
of,O
t,O
he,COURT
Madras,COURT
High,COURT
Court,COURT
in,O
three,O
Criminal,O
"Revisions,",O
is,O
in,O
challenge.,O
By,O
the,O
instant,O
"order,",O
the,O
Learned,O
Single,O
Judge,O
set,O
aside,O
the,O
three,O
orders,O
passed,O
by,O
,O
the,COURT
Trial,COURT
Court,COURT
dated,O
26.7.2004,O
in,O
Crl.M.P.,O
No.,O
3057,O
of,O
2004,O
in,O
C.C.,O
No.,O
216,O
of,O
2003,O
and,O
dated,O
1.4.2004,O
in,O
Crl.M.P.,O
Nos.,O
4184,O
and,O
4185,O
of,O
2004,O
in,O
C.C.,O
No.,O
215,O
of,O
"2003,",O
and,O
allowed,O
those,O
Crl.M.Ps.,O
Shortly,O
"stated,",O
the,O
appellant,O
herein,O
had,O
filed,O
a,O
criminal,O
complaint,O
2,O
under,O
,O
Section,LAW
200,LAW
of,LAW
the,LAW
Code,LAW
of,LAW
Criminal,LAW
Procedure,LAW
(hereinafter,O
referred,O
to,O
as,O
‘Cr.P.C.’,O
for,O
"short),",O
complaining,O
therein,O
that,O
a,O
cheque,O
signed,O
by,O
the,O
respondent,O
and,O
given,O
for,O
returning,O
the,O
amount,O
of,O
Rs.2,O
"lakhs,",O
which,O
was,O
a,O
"loan,",O
was,O
bounced,O
and,O
inspite,O
of,O
the,O
notice,O
given,O
"thereafter,",O
the,O
accused,O
(respondent,O
herein),O
had,O
failed,O
to,O
return,O
the,O
money.,O
A,O
Trial,O
ensued,O
on,O
the,O
basis,O
of,O
this,O
complaint,O
and,O
the,O
