token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
610,CASE_NO
OF,CASE_NO
2011,CASE_NO
(ARISING,CASE_NO
OUT,CASE_NO
OF,CASE_NO
SPECIAL,CASE_NO
LEAVE,CASE_NO
PETITION(CRL.)NO.1894,CASE_NO
OF,CASE_NO
2010),CASE_NO
O,
MD.HABIBUR,PETITIONER_OR_APPELLANT
RAHMAN,PETITIONER_OR_APPELLANT
...,O
APPELLANT(S),O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
BIHAR,RESPONDENT
...,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
Leave,O
granted.,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
This,O
"Court,",O
by,O
the,O
order,O
dated,O
10.01.2011,O
passed,O
the,O
following,O
order,O
:,O
“Learned,O
counsel,O
appearing,O
for,O
the,O
petitioner,O
submits,O
that,O
the,O
petitioner,O
has,O
deposited,O
the,O
entire,O
amount,O
with,O
interest,O
and,O
an,O
affidavit,O
to,O
that,O
effect,O
shall,O
be,O
filed,O
within,O
two,O
weeks.,O
Learned,O
counsel,O
appearing,O
for,O
the,O
respondent,O
may,O
seek,O
instructions,O
in,O
that,O
regard,O
within,O
two,O
weeks,O
thereafter.,O
List,O
this,O
matter,O
after,O
four,O
weeks.”,O
"Thereafter,",O
the,O
matter,O
was,O
listed,O
on,O
14.02.2011.,O
At,O
that,O
"time,",O
the,O
Office,O
Report,O
of,O
11.02.2011,O
was,O
placed,O
before,O
the,O
Court,O
in,O
which,O
it,O
is,O
mentioned,O
that,O
the,O
appellant,O
has,O
not,O
filed,O
any,O
affidavit,O
regarding,O
depositing,O
the,O
entire,O
amount,O
with,O
interest,O
so,O
far.,O
On,O
"17.02.2011,",O
the,O
appellant,O
filed,O
an,O
affidavit,O
indicating,O
therein,O
that,O
the,O
"amount,",O
with,O
"interest,",O
has,O
been,O
deposited.,O
On,O
"21.02.2011,",O
when,O
the,O
matter,O
came,O
up,O
before,O
the,O
"Court,",O
there,O
was,O
no,O
Office,O
Report,O
indicating,O
that,O
the,O
amount,O
has,O
:,O
2,O
:,O
been,O
deposited,O
with,O
interest,O
and,O
that,O
is,O
why,O
the,O
Special,O
Leave,O
Petition,O
was,O
dismissed,O
on,O
that,O
date.,O
Since,O
the,O
appellant,O
has,O
deposited,O
the,O
entire,O
amount,O
with,O
"interest,",O
"therefore,",O
we,O
recall,O
the,O
order,O
dated,O
21.02.2011.,O
We,O
direct,O
"that,",O
in,O
the,O
event,O
of,O
"arrest,",O
the,O
appellant,O
shall,O
be,O
released,O
on,O
bail,O
on,O
furnishing,O
personal,O
bond,O
for,O
a,O
sum,O
of,O
"Rs.20,000/-",O
with,O
one,O
surety,O
in,O
the,O
like,O
amount,O
to,O
the,O
satisfaction,O
of,O
the,O
Arresting,O
Officer.,O
The,O
appeal,O
is,O
disposed,O
of,O
accordingly.,O
.................J.,O
(,O
DALVEER,JUDGE
BHANDARI,JUDGE
),O
.................J.,O
(,O
DEEPAK,JUDGE
VERMA,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
1ST,DATE_OF_JUDGMENT
"MARCH,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
"""",O
