token,nre
'IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1497,CASE_NO
OF,CASE_NO
2008,CASE_NO
[Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl),CASE_NO
4802,CASE_NO
of,CASE_NO
2007],CASE_NO
O,
PRITAM,PETITIONER_OR_APPELLANT
SINGH,PETITIONER_OR_APPELLANT
SIDHU,PETITIONER_OR_APPELLANT
.......APPELLANT(S),O
Versus,O
,O
STATE,RESPONDENT
OF,RESPONDENT
PUNJAB,RESPONDENT
&,RESPONDENT
ANR,RESPONDENT
.,O
.....RESPONDENT(S),O
ORDER,O
Leave,O
granted.,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
2.,O
The,O
second,O
respondent,O
is,O
the,O
wife,O
of,O
one,O
Gurjant,O
Singh.,O
The,O
appellant,O
is,O
the,O
brother-in-law,O
of,O
the,O
said,O
Gurjant,O
Singh.,O
The,O
second,O
respondent,O
filed,O
a,O
complaint,O
under,O
,O
Section,LAW
406,LAW
and,LAW
498A,LAW
of,LAW
IPC,LAW
in,O
the,O
Court,O
of,O
Sub,O
Divisional,O
Judicial,O
"Magistrate,",O
Abohar,O
against,O
her,O
husband,O
"(A1),",O
father-in-law,O
"(A2),",O
mother-in-law,O
"(A3),",O
sister-in-law,O
(A4),O
and,O
the,O
husband,O
of,O
the,O
sister-in-law,O
(A5),O
who,O
is,O
the,O
appellant,O
herein.,O
The,O
only,O
reference,O
to,O
accused,O
No.5,O
(appellant),O
in,O
the,O
said,O
complaint,O
reads,O
thus:,O
“One,O
"T.V.,",O
one,O
"fridge,",O
one,O
washing,O
machine,O
were,O
handed,O
over,O
to,O
the,O
accused,O
No.5,O
who,O
is,O
the,O
brother-in-law,O
of,O
the,O
complainant,O
as,O
a,O
trust,O
property.”,O
In,O
the,O
pre-summons,O
statement,O
recorded,O
by,O
the,O
learned,O
"Magistrate,",O
there,O
is,O
no,O
reference,O
to,O
appellant.,O
Learned,O
Magistrate,O
by,O
order,O
dated,O
26.4.2004,O
dismissed,O
the,O
complaint,O
........2.,O
-2-,O
against,O
A-4,O
and,O
ordered,O
summons,O
to,O
"A-1,",O
"A-2,",O
A-3,O
and,O
A-5.,O
Feeling,O
"aggrieved,",O
the,O
said,O
four,O
accused,O
filed,O
a,O
petition,O
under,O
,O
Section,LAW
482,LAW
before,O
,O
the,COURT
High,COURT
Court,COURT
.,O
"However,",O
"subsequently,",O
"A-1,",O
A-2,O
and,O
A-3,O
did,O
not,O
press,O
the,O
said,O
petition,O
and,O
the,O
petition,O
was,O
rejected,O
insofar,O
as,O
the,O
said,O
accused.,O
Thus,O
the,O
petition,O
under,O
,O
Section,LAW
482,LAW
Cr.P.C.,O
that,O
came,O
up,O
for,O
consideration,O
before,O
the,O
learned,O
single,O
Judge,O
of,O
,O
the,COURT
High,COURT
Court,COURT
was,O
only,O
by,O
A5,O
-,O
appellant,O
herein.,O
Learned,O
single,O
Judge,O
by,O
order,O
dated,O
10.5.2007,O
dismissed,O
the,O
petition,O
by,O
the,O
following,O
order:,O
“The,O
effort,O
of,O
re-conciliation,O
has,O
failed.,O
Though,O
the,O
wife,O
is,O
willing,O
to,O
join,O
the,O
company,O
of,O
the,O
"petitioner,",O
but,O
he,O
is,O
adamant.,O
In,O
my,O
"view,",O
no,O
ground,O
for,O
quashing,O
is,O
made,O
out.,O
Dismissed.”,O
We,O
find,O
that,O
,O
the,COURT
High,COURT
Court,COURT
has,O
totally,O
misdirected,O
itself,O
and,O
proceeded,O
on,O
the,O
erroneous,O
assumption,O
that,O
the,O
petitioner,O
before,O
it,O
was,O
the,O
husband,O
of,O
the,O
complainant,O
and,O
that,O
he,O
had,O
refused,O
to,O
take,O
his,O
wife,O
back,O
though,O
she,O
was,O
willing,O
to,O
join,O
him.,O
But,O
the,O
petitioner,O
in,O
,O
Section,LAW
482,LAW
petition,O
was,O
not,O
the,O
"husband,",O
but,O
his,O
brother-in-law.,O
This,O
has,O
led,O
to,O
a,O
wrong,O
order,O
being,O
passed.,O
3.,O
We,O
have,O
examined,O
the,O
entire,O
complaint,O
and,O
the,O
statement,O
.........3.,O
-3-,O
given,O
by,O
the,O
complainant.,O
There,O
is,O
no,O
reference,O
to,O
the,O
appellant,O
that,O
will,O
link,O
him,O
in,O
regard,O
to,O
any,O
offence,O
under,O
,O
Sections,LAW
406,LAW
or,LAW
498A,LAW
IPC,LAW
.,O
4.,O
"We,",O
"therefore,",O
allow,O
this,O
"petition,",O
set,O
aside,O
the,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
and,O
quash,O
the,O
proceedings,O
insofar,O
as,O
appellant,O
(A5),O
is,O
concerned.,O
...........................J.,O
(,O
,O
R.V.,JUDGE
RAVEENDRAN,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
;,O
...........................J.,O
,O
September,DATE_OF_JUDGMENT
"19,",DATE_OF_JUDGMENT
2008,DATE_OF_JUDGMENT
.,O
(,O
,O
LOKESHWAR,JUDGE
SINGH,JUDGE
PANTA,JUDGE
)',O
