token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1514,CASE_NO
OF,CASE_NO
2008,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
S.L.P.,CASE_NO
(Crl),CASE_NO
No.4310/2006),CASE_NO
O,
Munusamy,PETITIONER_OR_APPELLANT
...Appellant,O
Versus,O
,O
State,RESPONDENT
of,RESPONDENT
Tamil,RESPONDENT
Nadu,RESPONDENT
&,RESPONDENT
Ors.,RESPONDENT
...Respondents,O
O,O
R,O
D,O
E,O
R,O
Delay,O
condoned.,O
Leave,O
granted.,O
Appellant,O
was,O
the,O
first,O
informant.,O
He,O
examined,O
himself,O
as,O
P.W.-1,O
before,O
the,O
learned,O
trial,O
Judge.,O
The,O
First,O
Information,O
"Report,",O
in,O
"question,",O
was,O
lodged,O
in,O
relation,O
to,O
an,O
incident,O
which,O
took,O
place,O
on,O
,O
4.3.1998,DATE_AND_TIME_CRIME
alleging,O
that,O
the,O
respondent,O
Nos.,O
2,O
to,O
10,O
came,O
to,O
the,O
house,O
of,O
younger,O
brother,O
of,O
the,O
deceased(,O
P.W.2),O
and,O
started,O
quarrelling,O
with,O
him,O
on,O
the,O
premise,O
that,O
the,O
deceased(wife,O
of,O
P.W.1),O
had,O
made,O
their,O
sister's,O
life,O
miserable.,O
A,O
Panchayat,O
was,O
to,O
be,O
convened,O
in,O
respect,O
of,O
the,O
said,O
disputes,O
between,O
the,O
parties.,O
"Panchayat,",O
"however,",O
could,O
not,O
be,O
held,O
as,O
its,O
President(,O
P.W.-,O
6),O
had,O
not,O
been,O
feeling,O
well,O
on,O
the,O
date,O
on,O
which,O
it,O
was,O
to,O
be,O
held.,O
At,O
about,O
10,O
"p.m.,",O
the,O
respondent,O
No.2,O
to,O
10,O
came,O
to,O
the,O
place,O
of,O
occurrence.,O
They,O
abused,O
the,O
deceased,O
saying:,O
"""...you,",O
"whore,",O
only,O
because,O
of,O
"you,",O
our,O
sister,O
is,O
separated,O
and,O
she,O
will,O
be,O
in,O
peace,O
only,O
if,O
you,O
die,O
and,O
you,O
are,O
the,O
"enemy.""",O
-1-,O
Cut,O
injuries,O
were,O
caused,O
in,O
the,O
front,O
side,O
of,O
the,O
head,O
of,O
the,O
deceased,O
with,O
a,O
,O
sickle,WEAPONS
.,O
Second,O
Respondent,O
allegedly,O
assaulted,O
the,O
deceased,O
with,O
iron,O
pipe,O
on,O
the,O
back,O
of,O
her,O
neck.,O
The,O
other,O
two,O
respondents,O
were,O
armed,O
with,O
,O
sticks,WEAPONS
.,O
They,O
"also,",O
"allegedly,",O
assaulted,O
the,O
deceased.,O
P.W.2,O
having,O
intervened,O
was,O
also,O
assaulted.,O
The,O
respondent,O
No.,O
9,O
threatened,O
P.W.7,O
that,O
he,O
would,O
throw,O
away,O
her,O
minor,O
child,O
into,O
the,O
well,O
and,O
at,O
that,O
time,O
P.W.7,O
snatched,O
her,O
minor,O
son,O
and,O
while,O
doing,O
"so,",O
the,O
third,O
respondent,O
inflicted,O
cut,O
on,O
her,O
minor,O
son.,O
Respondent,O
Nos.,O
6,O
and,O
8,O
attacked,O
P.W.7,O
with,O
,O
sticks,WEAPONS
.,O
When,O
P.W.13,O
intervened,O
to,O
stop,O
the,O
attack,O
on,O
the,O
minor,O
child,O
of,O
"P.W.7,",O
his,O
ear,O
was,O
cut,O
by,O
the,O
third,O
respondent,O
with,O
the,O
,O
sickle,WEAPONS
.,O
In,O
the,O
said,O
"occurrence,",O
"allegedly,",O
P.W.7,O
and,O
P.W.13,O
were,O
also,O
assaulted.,O
The,O
learned,O
trial,O
judge,O
recorded,O
a,O
judgment,O
of,O
conviction,O
and,O
sentence,O
finding,O
the,O
respondents,O
guilty,O
of,O
commission,O
of,O
offence.,O
At,O
the,O
instance,O
of,O
the,O
accused,O
"No.4,",O
"allegedly,",O
the,O
weapon,O
of,O
assault,O
was,O
also,O
recovered.,O
,O
The,COURT
High,COURT
Court,COURT
",",O
"however,",O
by,O
reason,O
of,O
the,O
impugned,O
judgment,O
set,O
aside,O
the,O
said,O
judgment,O
of,O
conviction,O
and,O
sentence,O
and,O
acquitted,O
the,O
"respondents,",O
"inter-alia,",O
holding;,O
(i),O
presence,O
of,O
P.W.-1,O
at,O
the,O
place,O
of,O
occurrence,O
cannot,O
be,O
believed,O
as,O
the,O
prosecution,O
has,O
failed,O
to,O
establish,O
the,O
same;,O
(ii),O
it,O
is,O
doubtful,O
that,O
Ex.P.1,O
is,O
the,O
real,O
First,O
Information,O
Report;,O
(iii),O
as,O
P.W.-13,O
in,O
his,O
statement,O
before,O
the,O
Doctor,O
informed,O
him,O
that,O
he,O
had,O
been,O
attacked,O
by,O
two,O
known,O
persons,O
and,O
seven,O
unknown,O
"persons,",O
his,O
statement,O
before,O
the,O
Court,O
that,O
he,O
knew,O
all,O
the,O
persons,O
from,O
"before,",O
cannot,O
be,O
relied,O
upon;,O
(iv),O
the,O
actual,O
place,O
of,O
occurrence,O
as,O
also,O
the,O
genesis,O
thereof,O
has,O
not,O
been,O
established,O
by,O
the,O
prosecution.,O
,O
The,COURT
High,COURT
Court,COURT
",",O
"however,",O
did,O
not,O
analyse,O
the,O
evidence,O
adduced,O
by,O
the,O
prosecution,O
as,O
noticed,O
hereinbefore.,O
-2-,O
"P.Ws.1,2,7,13",O
and,O
14,O
were,O
examined,O
as,O
eye,O
witnesses.,O
The,O
manner,O
in,O
which,O
the,O
occurrence,O
has,O
taken,O
"place,",O
as,O
has,O
been,O
noticed,O
at,O
some,O
length,O
by,O
,O
the,COURT
High,COURT
Court,COURT
itself,O
in,O
paragraph,O
3,O
of,O
the,O
impugned,O
"judgment,",O
deserved,O
serious,O
consideration.,O
We,O
"are,",O
"thus,",O
of,O
the,O
opinion,O
that,O
it,O
was,O
obligatory,O
on,O
the,O
part,O
of,O
,O
the,COURT
High,COURT
Court,COURT
to,O
assign,O
sufficient,O
reasons,O
for,O
reversing,O
the,O
findings,O
of,O
the,O
learned,O
trial,O
Judge.,O
We,O
are,O
not,O
considering,O
the,O
materials,O
on,O
record,O
ourselves,O
deeply,O
at,O
this,O
stage,O
as,O
interest,O
of,O
justice,O
would,O
be,O
subserved,O
if,O
the,O
impugned,O
judgment,O
is,O
set,O
aside,O
and,O
the,O
matter,O
is,O
remitted,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
consideration,O
of,O
the,O
appeal,O
preferred,O
by,O
the,O
respondents,O
afresh,O
on,O
merits.,O
We,O
make,O
it,O
clear,O
that,O
we,O
have,O
not,O
gone,O
into,O
the,O
merit,O
of,O
the,O
matter,O
and,O
all,O
contentions,O
of,O
parties,O
shall,O
remain,O
open.,O
,O
The,COURT
High,COURT
Court,COURT
is,O
requested,O
to,O
consider,O
the,O
desirability,O
of,O
disposing,O
of,O
the,O
matter,O
as,O
expeditiously,O
as,O
possible,O
and,O
preferably,O
within,O
a,O
period,O
of,O
six,O
months,O
from,O
the,O
date,O
of,O
receipt,O
of,O
copy,O
of,O
this,O
order.,O
The,O
appeal,O
is,O
allowed.,O
......................J.,O
[,O
S.B.,JUDGE
