token,nre
"""1",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.1800,CASE_NO
OF,CASE_NO
2010,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.)No.9043/2009),CASE_NO
O,
SAROJ,PETITIONER_OR_APPELLANT
PANDEY,PETITIONER_OR_APPELLANT
...,O
APPELLANT(S),O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
NCT,RESPONDENT
OF,RESPONDENT
DELHI,RESPONDENT
&,RESPONDENT
ANR.,RESPONDENT
...,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
Leave,O
granted.,O
This,O
appeal,O
is,O
directed,O
against,O
the,O
judgment,O
and,O
final,O
order,O
dated,O
13.10.2009,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Delhi,COURT
at,O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
in,O
,O
Writ,PETITION-DETAILS
Petition,PETITION-DETAILS
(Crl.)No.1337,PETITION-DETAILS
of,PETITION-DETAILS
2009,PETITION-DETAILS
.,O
The,O
short,O
controversy,O
which,O
arises,O
in,O
this,O
appeal,O
is,O
regarding,O
examination,O
of,O
a,O
,O
suicide,CRIME
note.,O
In,O
the,O
order,O
dated,O
4th,O
"February,",O
"2010,",O
,O
the,COURT
High,COURT
Court,COURT
has,O
observed,O
as,O
under,O
:,O
“In,O
this,O
view,O
of,O
the,O
"matter,",O
the,O
Investigating,O
Officer,O
shall,O
obtain,O
the,O
Hindi,O
handwriting,O
of,O
the,O
deceased,O
from,O
the,O
C.B.S.E.,O
"Board,",O
if,O
"possible,",O
and,O
send,O
the,O
admitted,O
Hindi,O
handwriting,O
of,O
the,O
deceased,O
and,O
the,O
,O
suicide,CRIME
notes,O
for,O
comparison,O
to,O
the,O
FSL,O
Laboratory,O
as,O
expeditiously,O
as,O
possible.”,O
"Admittedly,",O
part,O
of,O
the,O
,O
suicide,CRIME
note,O
is,O
written,O
in,O
English,O
and,O
part,O
of,O
it,O
is,O
written,O
in,O
Hindi.,O
,O
Ms.Indira,ADVOCATE
Jaisingh,ADVOCATE
",",O
learned,O
Additional,O
Solicitor,O
General,O
submits,O
that,O
it,O
is,O
not,O
possible,O
to,O
compare,O
Hindi,O
handwriting,O
because,O
Hindi,O
records,O
are,O
not,O
available.,O
In,O
this,O
view,O
of,O
the,O
"matter,",O
when,O
her,O
Hindi,O
handwriting,O
cannot,O
be,O
"compare,",O
it,O
becomes,O
imperative,O
that,O
whatever,O
has,O
been,O
written,O
in,O
the,O
,O
suicide,CRIME
note,O
in,O
English,O
has,O
to,O
be,O
examined,O
by,O
a,O
handwriting,O
expert,O
2,O
to,O
ascertain,O
whether,O
,O
suicide,CRIME
note,O
was,O
in,O
the,O
handwriting,O
of,O
the,O
deceased.,O
The,O
handwriting,O
"expert,",O
in,O
his,O
"opinion,",O
has,O
mentioned,O
in,O
his,O
note,O
that,O
“the,O
register,O
marked,O
A-4,O
containing,O
the,O
admitted,O
English,O
writings,O
of,O
deceased,O
,O
Pinki,VICTIM
have,O
not,O
been,O
considered,O
in,O
the,O
examination.”,O
In,O
order,O
to,O
do,O
complete,O
"justice,",O
we,O
deem,O
it,O
appropriate,O
that,O
the,O
,O
suicide,CRIME
note,O
of,O
the,O
deceased,O
be,O
sent,O
to,O
another,O
handwriting,O
expert,O
and,O
he,O
must,O
give,O
a,O
complete,O
report,O
of,O
the,O
words,O
which,O
have,O
been,O
mentioned,O
in,O
both,O
Hindi,O
and,O
English.,O
The,O
handwriting,O
expert,O
would,O
be,O
selected,O
by,O
the,O
concerned,O
trial,O
Court.,O
The,O
handwriting,O
expert,O
must,O
send,O
the,O
report,O
to,O
the,O
trial,O
court,O
as,O
expeditiously,O
as,O
"possible,",O
in,O
any,O
"event,",O
within,O
four,O
weeks,O
from,O
the,O
date,O
of,O
communication,O
of,O
the,O
order,O
of,O
the,O
trial,O
Court.,O
With,O
these,O
"observations,",O
the,O
impugned,O
order,O
is,O
modified,O
and,O
the,O
appeal,O
"is,",O
"accordingly,",O
disposed,O
of.,O
...................J.,O
(,O
DALVEER,JUDGE
BHANDARI,JUDGE
),O
...................J.,O
(,O
DEEPAK,JUDGE
VERMA,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
17TH,DATE_OF_JUDGMENT
"SEPTEMBER,",DATE_OF_JUDGMENT
2010,DATE_OF_JUDGMENT
"""",O
