token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
978,CASE_NO
OF,CASE_NO
2009,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.),CASE_NO
No.,CASE_NO
6827/2008),CASE_NO
O,
Bhagat,PETITIONER_OR_APPELLANT
Singh,PETITIONER_OR_APPELLANT
..,O
Appellant(s),O
Versus,O
,O
State,RESPONDENT
of,RESPONDENT
Uttarakhand,RESPONDENT
..,O
Respondent(s),O
ORDER,O
Leave,O
granted.,O
This,O
appeal,O
is,O
directed,O
against,O
final,O
judgment,O
and,O
order,O
dated,O
30th,O
"April,",O
2009,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Uttrakhand,COURT
at,COURT
Nainital,COURT
",",O
rendered,O
in,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
590,CASE_NO
of,CASE_NO
2001,CASE_NO
.,O
By,O
the,O
impugned,O
"order,",O
the,O
conviction,O
of,O
the,O
appellant,O
for,O
offence,O
punishable,O
under,O
,O
Section,LAW
307,LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
"Code,",LAW
1860,LAW
and,O
the,O
award,O
of,O
sentence,O
of,O
,O
rigorous,JUDGMENT
imprisonment,JUDGMENT
for,JUDGMENT
a,JUDGMENT
period,JUDGMENT
of,JUDGMENT
five,JUDGMENT
years,JUDGMENT
has,O
been,O
affirmed.,O
When,O
the,O
matter,O
came,O
up,O
for,O
motion,O
hearing,O
on,O
8th,O
"September,",O
"2008,",O
while,O
issuing,O
notice,O
only,O
qua,O
quantum,O
of,O
"sentence,",O
it,O
was,O
recorded,O
that,O
according,O
to,O
the,O
appellant,O
he,O
is,O
a,O
freedom,O
fighter,O
and,O
at,O
present,O
aged,O
about,O
90,O
"years,",O
sick,O
and,O
feeble.,O
In,O
the,O
"affidavit,",O
dated,O
22nd,O
"March,",O
2009,O
filed,O
on,O
behalf,O
of,O
the,O
"State,",O
it,O
is,O
stated,O
that,O
as,O
per,O
the,O
extract,O
of,O
:2:,O
the,O
family,O
register,O
as,O
well,O
as,O
ration,O
"card,",O
the,O
age,O
of,O
the,O
appellant,O
is,O
about,O
80,O
years.,O
Having,O
heard,O
learned,O
counsel,O
for,O
the,O
parties,O
and,O
bearing,O
in,O
"mind,",O
the,O
age,O
of,O
the,O
"appellant,",O
as,O
verified,O
by,O
the,O
"State,",O
we,O
are,O
of,O
the,O
view,O
that,O
in,O
the,O
instant,O
case,O
the,O
award,O
of,O
sentence,O
for,O
the,O
period,O
of,O
sentence,O
already,O
undergone,O
by,O
the,O
appellant,O
would,O
meet,O
the,O
ends,O
of,O
justice.,O
"Accordingly,",O
while,O
maintaining,O
the,O
conviction,O
of,O
the,O
appellant,O
for,O
the,O
aforementioned,O
"offence,",O
his,O
sentence,O
is,O
modified,O
to,O
the,O
period,O
already,O
undergone.,O
The,O
appellant,O
shall,O
be,O
released,O
forthwith,O
unless,O
he,O
is,O
required,O
in,O
any,O
other,O
case.,O
The,O
appeal,O
stands,O
disposed,O
of,O
accordingly.,O
...................J.,O
[,O
,O
D.K.,JUDGE
JAIN,JUDGE
],O
...................J.,O
[,O
,O
R.M.,JUDGE
LODHA,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
",",O
,O
MAY,DATE_OF_JUDGMENT
"08,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
