token,nre
'REPORTABLE,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,O
INDIA,O
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(s).,CASE_NO
689,CASE_NO
OF,CASE_NO
2005,CASE_NO
O,
SAMJUBEN,PETITIONER_OR_APPELLANT
GORDHANBHAI,PETITIONER_OR_APPELLANT
KOLI,PETITIONER_OR_APPELLANT
Appellant,O
(s),O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
GUJARAT,RESPONDENT
Respondent(s),O
O,O
R,O
D,O
E,O
R,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
This,O
"Appeal,",O
by,O
special,O
"leave,",O
has,O
been,O
filed,O
against,O
the,O
impugned,O
judgment,O
and,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Gujarat,COURT
dated,O
17.12.2003,O
passed,O
in,O
,O
Criminal,CITATION
Appeal,CITATION
No.,CITATION
812,CITATION
of,CITATION
1995,CITATION
.,O
The,O
facts,O
have,O
been,O
set,O
out,O
in,O
the,O
impugned,O
judgment,O
and,O
order,O
and,O
hence,O
we,O
are,O
not,O
repeating,O
the,O
same,O
here.,O
Having,O
carefully,O
perused,O
the,O
impugned,O
judgment,O
and,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
",",O
we,O
are,O
of,O
the,O
opinion,O
that,O
there,O
is,O
no,O
infirmity,O
in,O
the,O
same.,O
,O
The,COURT
High,COURT
Court,COURT
has,O
dealt,O
with,O
the,O
matter,O
in,O
great,O
detail,O
and,O
upheld,O
the,O
conviction,O
of,O
the,O
appellant.,O
We,O
see,O
no,O
reason,O
to,O
disagree,O
with,O
the,O
impugned,O
judgment,O
and,O
order.,O
:1:,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(s).,CASE_NO
689,CASE_NO
OF,CASE_NO
2005,CASE_NO
The,O
Appeal,O
is,O
dismissed,O
accordingly.,O
By,O
order,O
dated,O
09.05.2005,O
this,O
Court,O
has,O
granted,O
bail,O
to,O
the,O
appellant.,O
The,O
bail,O
bonds,O
are,O
cancelled.,O
The,O
appellant,O
shall,O
be,O
taken,O
into,O
custody,O
forthwith,O
to,O
serve,O
out,O
the,O
remaining,O
portion,O
of,O
sentence.,O
Learned,O
counsel,O
for,O
the,O
appellant,O
submitted,O
that,O
the,O
appellant,O
should,O
be,O
granted,O
remission,O
of,O
the,O
rest,O
of,O
her,O
sentence.,O
In,O
our,O
"opinion,",O
remission,O
can,O
only,O
be,O
granted,O
by,O
the,O
executive,O
authorities.,O
"However,",O
the,O
appellant,O
will,O
be,O
free,O
to,O
seek,O
appropriate,O
redress,O
from,O
the,O
appropriate,O
Government,O
by,O
making,O
a,O
representation,O
praying,O
for,O
pardon,O
or,O
remission,O
of,O
sentence,O
in,O
terms,O
of,O
,O
Section,LAW
432,LAW
of,LAW
the,LAW
Code,LAW
of,LAW
Criminal,LAW
Procedure,LAW
or,LAW
under,LAW
Articles,LAW
72,LAW
or,LAW
161,LAW
of,LAW
the,LAW
Constitution,LAW
of,LAW
India.,LAW
We,O
make,O
it,O
clear,O
that,O
the,O
power,O
of,O
the,O
President,O
of,O
India,O
under,O
Article,O
72,O
or,O
of,O
the,O
Governor,O
under,O
Article,O
"161,",O
being,O
a,O
constitutional,O
power,O
cannot,O
be,O
under,O
the,O
restriction,O
imposed,O
by,O
,O
Section,LAW
433-A,LAW
Cr.P.C.,LAW
O,
Section,LAW
433-A,LAW
Cr.P.C.,LAW
can,O
restrict,O
the,O
power,O
under,O
,O
Section,LAW
432,LAW
Cr.P.C.,LAW
or,LAW
Section,LAW
433,LAW
Cr.P.C.,LAW
but,O
it,O
cannot,O
restrict,O
the,O
constitutional,O
powers,O
under,O
,O
Article,LAW
72,LAW
or,LAW
161,LAW
of,LAW
the,LAW
Constitution,LAW
",",O
just,O
as,O
no,O
limitation,O
statute,O
can,O
restrict,O
:2:,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(s).,CASE_NO
689,CASE_NO
OF,CASE_NO
2005,CASE_NO
the,O
constitutional,O
power,O
of,O
,O
the,COURT
High,COURT
Court,COURT
under,O
,O
Article,LAW
226,LAW
of,LAW
the,LAW
Constitution,LAW
.,O
This,O
is,O
because,O
the,O
Constitution,O
is,O
a,O
higher,O
law,O
and,O
the,O
statute,O
is,O
subordinate,O
to,O
it.,O
The,O
appellant,O
may,O
also,O
file,O
a,O
petition,O
before,O
,O
the,COURT
High,COURT
Court,COURT
if,O
the,O
appellant,O
is,O
entitled,O
to,O
the,O
benefit,O
of,O
any,O
Rule,O
or,O
G.O.,O
of,O
the,O
State,O
Government,O
for,O
remission,O
of,O
the,O
sentence.,O
........................,O
J.,O
(,O
MARKANDEY,JUDGE
KATJU,JUDGE
),O
.........................J.,O
(,O
T.S.,JUDGE
THAKUR,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
OCTOBER,DATE_OF_JUDGMENT
"07,",DATE_OF_JUDGMENT
2010,DATE_OF_JUDGMENT
.,O
:3:',O
