token,nre
"""",O
Crl.A.,CASE_NO
No.,CASE_NO
1415,CASE_NO
of,CASE_NO
2007,CASE_NO
1,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1415,CASE_NO
of,CASE_NO
2007,CASE_NO
O,
DEV,PETITIONER_OR_APPELLANT
SINGH,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
ORS.,PETITIONER_OR_APPELLANT
.....,O
APPELLANTS,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
M.P.,RESPONDENT
.....,O
RESPONDENT,O
O,O
R,O
D,O
E,O
R,O
1.,O
Sixteen,O
persons,O
in,O
all,O
were,O
sent,O
up,O
for,O
trial,O
for,O
offences,O
punishable,O
under,O
,O
Sections,LAW
"148,",LAW
"302/149,",LAW
326/149,LAW
and,LAW
324/149,LAW
and,O
were,O
sentenced,O
accordingly,O
for,O
various,O
terms,O
of,O
imprisonment.,O
The,O
incident,O
happened,O
at,O
about,O
,O
5:00p.m.,DATE_AND_TIME_CRIME
on,DATE_AND_TIME_CRIME
the,DATE_AND_TIME_CRIME
12th,DATE_AND_TIME_CRIME
of,DATE_AND_TIME_CRIME
"November,",DATE_AND_TIME_CRIME
1997,DATE_AND_TIME_CRIME
",",O
in,O
the,O
,O
Grain,LOC_CRIME
Market,LOC_CRIME
at,LOC_CRIME
Rajgarh,LOC_CRIME
.,O
As,O
per,O
the,O
"allegations,",O
the,O
16,O
accused,O
who,O
were,O
armed,O
with,O
weapons,O
such,O
as,O
,O
knives,WEAPONS
",",O
,O
swords,WEAPONS
",",O
,O
farsas,WEAPONS
and,O
,O
lathis,WEAPONS
had,O
pursuant,O
to,O
their,O
common,O
object,O
committed,O
the,O
murders,O
of,O
,O
Ganga,VICTIM
Ram,VICTIM
and,O
,O
Chain,VICTIM
Singh,VICTIM
.,O
A,O
First,O
Information,O
"Report,",O
Exhibit,O
"P-51,",O
was,O
lodged,O
at,O
Police,O
Station,O
Rajgarh,O
by,O
PW,O
13,O
,O
Babulal,WITNESS
himself,O
an,O
injured,O
witness.,O
As,O
a,O
consequence,O
of,O
the,O
"FIR,",O
the,O
Investigating,O
Officer,O
reached,O
the,O
place,O
of,O
incident,O
and,O
found,O
that,O
in,O
addition,O
to,O
,O
Babulal,WITNESS
there,O
were,O
several,O
other,O
injured,O
persons,O
as,O
well,O
they,O
being,O
,O
Gore,WITNESS
Lal,WITNESS
PW,O
"14,",O
,O
Prem,WITNESS
Singh,WITNESS
PW,O
"20,",O
,O
Kalabai,WITNESS
"PW-15,",O
the,O
,O
Crl.A.,CASE_NO
No.,CASE_NO
1415,CASE_NO
of,CASE_NO
2007,CASE_NO
2,O
wife,O
of,O
PW,O
"4,",O
and,O
,O
Lalita,WITNESS
Bai,WITNESS
",",O
sister,O
of,O
PW,O
1.,O
The,O
motive,O
for,O
the,O
incident,O
was,O
that,O
,O
Kalabai,WITNESS
had,O
been,O
raped,O
by,O
some,O
of,O
the,O
appellants,O
and,O
,O
Ratanlal,ACCUSED
which,O
had,O
led,O
to,O
the,O
incident.,O
,O
The,COURT
trial,COURT
court,COURT
examined,O
the,O
entire,O
evidence,O
and,O
came,O
to,O
the,O
conclusion,O
that,O
the,O
participation,O
of,O
nine,O
of,O
the,O
accused,O
was,O
somewhat,O
uncertain,O
and,O
their,O
involvement,O
could,O
not,O
be,O
spelt,O
out,O
beyond,O
reasonable,O
doubt.,O
,O
The,COURT
trial,COURT
court,COURT
",",O
"accordingly,",O
acquitted,O
nine,O
of,O
the,O
accused.,O
The,O
matter,O
was,O
thereafter,O
taken,O
in,O
appeal,O
by,O
the,O
accused.,O
,O
The,COURT
High,COURT
Court,COURT
",",O
"has,",O
by,O
the,O
impugned,O
"judgment,",O
allowed,O
the,O
appeal,O
qua,O
,O
Hari,ACCUSED
Singh,ACCUSED
and,O
,O
Raghunath,ACCUSED
Singh,ACCUSED
sons,O
of,O
Girdhari,O
"Lal,",O
and,O
has,O
ordered,O
their,O
acquittal,O
as,O
well,O
whereas,O
the,O
appeals,O
of,O
,O
Dev,ACCUSED
Singh,ACCUSED
",",O
,O
Bansilal,ACCUSED
",",O
,O
Ratan,ACCUSED
Lal,ACCUSED
",",O
,O
Kailash,ACCUSED
",",O
,O
Kamal,ACCUSED
Singh,ACCUSED
and,O
,O
Devi,ACCUSED
Singh,ACCUSED
aforesaid,O
have,O
been,O
dismissed.,O
,O
Mr.,ADVOCATE
Javed,ADVOCATE
Mahmud,ADVOCATE
Rao,ADVOCATE
",",O
the,O
learned,O
counsel,O
for,O
the,O
appellants,O
was,O
not,O
present,O
when,O
these,O
appeals,O
last,O
came,O
up.,O
We,O
had,O
then,O
requested,O
,O
Ms.,ADVOCATE
V.,ADVOCATE
Mohana,ADVOCATE
",",O
Advocate,O
to,O
assist,O
us,O
as,O
an,O
,O
Amicus,ADVOCATE
Curiae,ADVOCATE
.,O
2.,O
We,O
have,O
heard,O
the,O
learned,O
,O
Amicus,ADVOCATE
Curiae,ADVOCATE
on,O
behalf,O
of,O
the,O
appellants,O
and,O
,O
Ms.,ADVOCATE
Aishwarya,ADVOCATE
Bhati,ADVOCATE
the,O
learned,O
counsel,O
for,O
the,O
respondent-,O
State,RESPONDENT
of,RESPONDENT
Madhya,RESPONDENT
Pradesh,RESPONDENT
.,O
We,O
see,O
from,O
the,O
evidence,O
that,O
it,O
is,O
based,O
primarily,O
on,O
the,O
statement,O
of,O
the,O
three,O
injured,O
witnesses.,O
It,O
is,O
also,O
apparent,O
from,O
the,O
record,O
that,O
,O
Crl.A.,CASE_NO
No.,CASE_NO
1415,CASE_NO
of,CASE_NO
2007,CASE_NO
3,O
three,O
of,O
the,O
accused,O
i.e.,O
,O
Dev,ACCUSED
Singh,ACCUSED
",",O
,O
Bansilal,ACCUSED
and,O
,O
Kailash,ACCUSED
also,O
sustained,O
injuries.,O
Their,O
presence,O
cannot,O
be,O
doubted,O
under,O
any,O
circumstances.,O
Their,O
plea,O
that,O
as,O
their,O
injuries,O
had,O
not,O
been,O
explained,O
a,O
doubt,O
was,O
cast,O
on,O
the,O
prosecution,O
story,O
has,O
been,O
rejected,O
by,O
,O
the,COURT
High,COURT
Court,COURT
by,O
holding,O
that,O
the,O
injuries,O
suffered,O
by,O
them,O
were,O
so,O
miniscule,O
and,O
so,O
insignificant,O
that,O
the,O
prosecution,O
was,O
not,O
called,O
upon,O
to,O
explain,O
as,O
to,O
how,O
they,O
had,O
been,O
caused.,O
We,O
also,O
see,O
that,O
all,O
the,O
eye,O
witnesses,O
have,O
supported,O
the,O
involvement,O
not,O
only,O
of,O
the,O
three,O
appellants,O
mentioned,O
above,O
but,O
even,O
of,O
,O
Kailash,ACCUSED
and,O
,O
Kamal,ACCUSED
Singh,ACCUSED
.,O
The,O
medical,O
evidence,O
also,O
suggests,O
that,O
the,O
