token,nre
',O
Crl.A.,CASE_NO
No.,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
2094,CASE_NO
of,CASE_NO
2011,CASE_NO
1,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1612,CASE_NO
OF,CASE_NO
2011,CASE_NO
ARISING,CASE_NO
OUT,CASE_NO
OF,CASE_NO
SLP(CRL),CASE_NO
NO.,CASE_NO
2094,CASE_NO
OF,CASE_NO
2011,CASE_NO
O,
RAM,PETITIONER_OR_APPELLANT
SAWRUP,PETITIONER_OR_APPELLANT
....,O
APPELLANT,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
HARYANA,RESPONDENT
&,RESPONDENT
ANR.,RESPONDENT
....,O
RESPONDENTS,O
O,O
R,O
D,O
E,O
R,O
1.,O
Leave,O
granted.,O
2.,O
The,O
respondent-complainant,O
has,O
been,O
served,O
but,O
has,O
not,O
put,O
in,O
appearance.,O
3.,O
The,O
learned,O
counsel,O
for,O
the,O
appellant,O
has,O
drawn,O
our,O
attention,O
to,O
Annexures,O
P6,O
and,O
P7,O
to,O
contend,O
that,O
the,O
amount,O
due,O
to,O
the,O
complainant,O
had,O
been,O
received,O
by,O
him,O
and,O
that,O
he,O
would,O
have,O
no,O
objection,O
if,O
the,O
complaint,O
was,O
dismissed.,O
The,O
High,O
Court,O
"has,",O
"however,",O
by,O
the,O
impugned,O
"order,",O
declined,O
to,O
accept,O
the,O
compromise,O
in,O
the,O
light,O
of,O
the,O
fact,O
that,O
it,O
had,O
been,O
entered,O
into,O
after,O
the,O
order,O
had,O
already,O
been,O
made,O
by,O
the,O
High,O
Court.,O
Be,O
that,O
as,O
it,O
"may,",O
as,O
of,O
today,O
nothing,O
is,O
due,O
to,O
the,O
complainant,O
from,O
the,O
appellant.,O
,O
Crl.A.,CASE_NO
No.,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
2094,CASE_NO
of,CASE_NO
2011,CASE_NO
2,O
4.,O
"We,",O
"accordingly,",O
feel,O
that,O
the,O
ends,O
of,O
justice,O
would,O
be,O
met,O
if,O
the,O
proceedings,O
against,O
the,O
appellant,O
are,O
"quashed,",O
the,O
High,O
Court,O
order,O
is,O
set,O
"aside,",O
and,O
the,O
appellant,O
is,O
acquitted.,O
5.,O
The,O
appeal,O
stands,O
disposed,O
of,O
in,O
the,O
above,O
terms.,O
.......................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
.......................J,O
[,O
GYAN,JUDGE
SUDHA,JUDGE
MISRA,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
AUGUST,DATE_OF_JUDGMENT
"05,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
.',O
