token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO…1585....OF,CASE_NO
2010,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.2556,CASE_NO
of,CASE_NO
2010),CASE_NO
O,
A.M.,PETITIONER_OR_APPELLANT
Bharvad,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
Ors.,PETITIONER_OR_APPELLANT
…,O
Appellants,O
Versus,O
,O
State,RESPONDENT
of,RESPONDENT
Gujarat,RESPONDENT
&,RESPONDENT
Ors,RESPONDENT
.,O
...,O
Respondents,O
WITH,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1586,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
2078,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1587,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
2079,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1588,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
2080,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1589,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
2081,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1590,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
3380,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1591,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
3381,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1592,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
3382,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1593,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
4692,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1594,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
4697,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.1595-97,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
4700-4702,CASE_NO
of,CASE_NO
2010,CASE_NO
O,
Criminal,CASE_NO
Appeal,CASE_NO
No.,CASE_NO
1598,CASE_NO
of,CASE_NO
2010,CASE_NO
@,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No.,CASE_NO
6270,CASE_NO
of,CASE_NO
2010,CASE_NO
ORDER,O
,O
Dr.,JUDGE
B.S.,JUDGE
CHAUHAN,JUDGE
",",O
J,O
1.,O
Leave,O
granted,O
in,O
all,O
the,O
Special,O
Leave,O
Petitions.,O
2.,O
All,O
these,O
matters,O
have,O
been,O
filed,O
by,O
the,O
persons,O
aggrieved,O
by,O
the,O
Judgment,O
and,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
of,COURT
Gujarat,COURT
dated,O
22.12.2009,O
in,O
connected,O
cases.,O
The,O
detailed,O
judgment,O
and,O
order,O
has,O
been,O
passed,O
today,O
i.e.,O
on,O
,O
26.8.2010,DATE_OF_JUDGMENT
in,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
No.1599,CASE_NO
of,CASE_NO
2010,CASE_NO
(arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
No,CASE_NO
2077,CASE_NO
of,CASE_NO
2010,CASE_NO
–,O
,O
Babubhai,PETITIONER_OR_APPELLANT
vs.,O
,O
State,RESPONDENT
of,RESPONDENT
Gujarat,RESPONDENT
&,RESPONDENT
Ors,RESPONDENT
".),",O
and,O
,O
Criminal,CASE_NO
Appeal,CASE_NO
Nos.1600-1605,CASE_NO
of,CASE_NO
2010,CASE_NO
(arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP,CASE_NO
(Crl.),CASE_NO
Nos.3235-3240,CASE_NO
of,CASE_NO
2010,CASE_NO
-,O
State,RESPONDENT
of,RESPONDENT
Gujarat,RESPONDENT
&,RESPONDENT
Ors,RESPONDENT
.,O
vs.,O
,O
Ganeshbhai,PETITIONER_OR_APPELLANT
Jakshibhai,PETITIONER_OR_APPELLANT
Bharwad,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
Ors,PETITIONER_OR_APPELLANT
.).,O
3.,O
The,O
issues,O
raised,O
in,O
all,O
these,O
matters,O
have,O
been,O
dealt,O
with,O
elaborately,O
while,O
deciding,O
the,O
aforesaid,O
appeals.,O
"Thus,",O
all,O
these,O
appeals,O
stand,O
disposed,O
of,O
in,O
terms,O
of,O
the,O
said,O
Judgment,O
and,O
order.,O
The,O
parties,O
herein,O
shall,O
be,O
entitled,O
to,O
the,O
"relief,",O
if,O
"any,",O
in,O
accordance,O
with,O
the,O
said,O
Judgment.,O
…….....................J.,O
(,O
P.,JUDGE
SATHASIVAM,JUDGE
),O
……,O
….................J.,O
(,O
Dr.,JUDGE
B.S.,JUDGE
CHAUHAN,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
August,DATE_OF_JUDGMENT
"26,",DATE_OF_JUDGMENT
2010,DATE_OF_JUDGMENT
".""",O
