token,nre
"""1",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
565,CASE_NO
OF,CASE_NO
2003,CASE_NO
O,
RAGHU,PETITIONER_OR_APPELLANT
@,PETITIONER_OR_APPELLANT
RAGHAVBHAI,PETITIONER_OR_APPELLANT
VASHRAMBHAI,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
ANR.,PETITIONER_OR_APPELLANT
.....,O
APPELLANTS,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
GUJARAT,RESPONDENT
.....,O
RESPONDENT,O
O,O
R,O
D,O
E,O
R,O
Heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
The,O
prosecution,O
was,O
initiated,O
in,O
"July,",O
1988,O
when,O
one,O
,O
Shekhar,VICTIM
was,O
done,O
to,O
death,O
by,O
the,O
appellants.,O
,O
The,COURT
trial,COURT
court,COURT
made,O
an,O
outright,O
acquittal,O
of,O
the,O
accused,O
for,O
the,O
offences,O
they,O
had,O
been,O
charged,O
with.,O
The,O
State,O
filed,O
an,O
appeal,O
against,O
acquittal,O
before,O
,O
the,COURT
High,COURT
court,COURT
.,O
In,O
view,O
of,O
the,O
dissenting,O
judgments,O
rendered,O
by,O
the,O
Hon'ble,O
Judges,O
on,O
"16.08.1999,",O
the,O
matter,O
was,O
referred,O
to,O
Hon'ble,O
the,O
Chief,O
Justice,O
of,O
,O
the,COURT
High,COURT
Court,COURT
under,O
,O
Section,LAW
392,LAW
of,LAW
the,LAW
Code,LAW
of,LAW
Criminal,LAW
Procedure,LAW
for,O
further,O
orders.,O
Thereafter,O
the,O
third,O
Hon'ble,O
Judge,O
vide,O
the,O
impugned,O
judgment,O
convicted,O
the,O
appellants,O
under,O
,O
Section,LAW
304,LAW
(II),LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
Code,LAW
and,O
2,O
,O
sentenced,JUDGMENT
them,JUDGMENT
to,JUDGMENT
45,JUDGMENT
months,JUDGMENT
R.I.,JUDGMENT
and,JUDGMENT
a,JUDGMENT
fine,JUDGMENT
of,JUDGMENT
Rs.,JUDGMENT
"1,25,000/-",JUDGMENT
with,O
respect,O
to,O
appellant,O
No.,O
2,O
–,O
,O
Ghanshyam,PETITIONER_OR_APPELLANT
and,O
Rs.,O
"75,000/-",O
in,O
case,O
of,O
appellant,O
No.,O
1,O
–,O
,O
Raghu,PETITIONER_OR_APPELLANT
.,O
We,O
are,O
informed,O
by,O
the,O
learned,O
counsel,O
for,O
the,O
appellants,O
that,O
,O
Raghu,PETITIONER_OR_APPELLANT
has,O
since,O
undergone,O
the,O
sentence,O
whereas,O
,O
Ghanshyam,PETITIONER_OR_APPELLANT
has,O
undergone,O
36,O
months,O
of,O
the,O
sentence,O
and,O
that,O
he,O
has,O
already,O
paid,O
the,O
fine,O
of,O
Rs.,O
"1,12,000/-",O
to,O
the,O
wife,O
of,O
the,O
deceased,O
who,O
has,O
since,O
got,O
married,O
to,O
her,O
brother-in-law,O
(brother,O
of,O
the,O
deceased-husband).,O
In,O
view,O
of,O
the,O
peculiar,O
facts,O
and,O
circumstances,O
of,O
the,O
"case,",O
we,O
find,O
that,O
the,O
sentence,O
of,O
appellant,O
No.,O
2,O
should,O
also,O
be,O
reduced,O
to,O
that,O
already,O
undergone,O
as,O
we,O
notice,O
that,O
the,O
incident,O
had,O
happened,O
in,O
the,O
year,O
1988,O
and,O
the,O
wife,O
of,O
the,O
deceased,O
has,O
also,O
been,O
compensated,O
by,O
way,O
of,O
substantial,O
compensation,O
in,O
terms,O
of,O
money.,O
"We,",O
"accordingly,",O
dismiss,O
the,O
appeal,O
but,O
reduce,O
the,O
sentence,O
of,O
appellant,O
No.,O
2,O
-,O
,O
Ghanshayam,PETITIONER_OR_APPELLANT
to,O
that,O
already,O
undergone,O
by,O
him.,O
No,O
orders,O
need,O
be,O
passed,O
with,O
respect,O
to,O
appellant,O
No.,O
1,O
–,O
,O
Raghu,PETITIONER_OR_APPELLANT
who,O
is,O
stated,O
to,O
have,O
undergone,O
the,O
complete,O
sentence.,O
..................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
3,O
..................J,O
[,O
AFTAB,JUDGE
ALAM,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
AUGUST,DATE_OF_JUDGMENT
"25,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
