token,nre
"""http://JUDIS.NIC.IN",O
,O
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
Page,O
1,O
of,O
1,O
CASE,O
NO.:,O
,O
Appeal,CASE_NO
(crl.),CASE_NO
368,CASE_NO
of,CASE_NO
2008,CASE_NO
PETITIONER:,O
,O
Jalam,PETITIONER_OR_APPELLANT
Singh,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
Anr,PETITIONER_OR_APPELLANT
RESPONDENT:,O
,O
State,RESPONDENT
of,RESPONDENT
Madhya,RESPONDENT
Pradesh,RESPONDENT
DATE,O
OF,O
JUDGMENT:,O
,O
22/02/2008,DATE_OF_JUDGMENT
BENCH:,O
,O
C.K.,JUDGE
THAKKER,JUDGE
&,O
,O
D.K.,JUDGE
JAIN,JUDGE
JUDGMENT:,O
JUDGMENT,O
O,O
R,O
D,O
E,O
R,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
368,CASE_NO
OF,CASE_NO
2008,CASE_NO
(Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.),CASE_NO
No.,CASE_NO
6153/2007),CASE_NO
Delay,O
condoned.,O
Leave,O
granted.,O
We,O
have,O
heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
Reading,O
of,O
the,O
judgment,O
of,O
,O
the,COURT
High,COURT
Court,COURT
makes,O
it,O
clear,O
that,O
nobody,O
appeared,O
on,O
behalf,O
of,O
the,O
appellants-accused,O
(herein,O
also,O
"appellants),",O
before,O
,O
the,COURT
High,COURT
Court,COURT
and,O
the,O
matter,O
was,O
proceeded,O
and,O
decided,O
on,O
merits.,O
,O
The,COURT
High,COURT
Court,COURT
dismissed,O
the,O
appeal.,O
On,O
the,O
facts,O
and,O
in,O
the,O
circumstances,O
of,O
the,O
"case,",O
in,O
our,O
"opinion,",O
it,O
would,O
be,O
appropriate,O
if,O
we,O
set,O
aside,O
the,O
order,O
passed,O
by,O
,O
the,COURT
High,COURT
Court,COURT
and,O
remit,O
the,O
matter,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
fresh,O
disposal,O
in,O
accordance,O
with,O
law.,O
If,O
the,O
appellants,O
are,O
not,O
represented,O
by,O
the,O
time,O
the,O
matter,O
comes,O
up,O
for,O
"hearing,",O
,O
the,COURT
High,COURT
Court,COURT
will,O
appoint,O
Amicus,O
Curiae,O
and,O
decide,O
the,O
case,O
in,O
accordance,O
with,O
law.,O
The,O
appeal,O
"is,",O
"accordingly,",O
disposed,O
of.,O
..2/-,O
:,O
2,O
:,O
We,O
request,O
,O
the,COURT
High,COURT
Court,COURT
to,O
decide,O
the,O
matter,O
as,O
expeditiously,O
as,O
possible,O
since,O
th,O
e,O
appellants,O
are,O
in,O
"jail.""",O
