token,nre
"""Reportable",O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,PETITION-DETAILS
MISC.,PETITION-DETAILS
PETITION,PETITION-DETAILS
NO.19340,PETITION-DETAILS
OF,PETITION-DETAILS
2008,PETITION-DETAILS
IN,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
491,CASE_NO
OF,CASE_NO
2007,CASE_NO
AND,O
,O
CRIMINAL,PETITION-DETAILS
MISC.,PETITION-DETAILS
PETITION,PETITION-DETAILS
NO.,PETITION-DETAILS
2150,PETITION-DETAILS
OF,PETITION-DETAILS
2009,PETITION-DETAILS
IN,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
496,CASE_NO
OF,CASE_NO
2007,CASE_NO
O,
Manzar,PETITIONER_OR_APPELLANT
Sayeed,PETITIONER_OR_APPELLANT
Khan,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
Anr.,PETITIONER_OR_APPELLANT
.....,O
Petitioners,O
Versus,O
,O
State,RESPONDENT
of,RESPONDENT
Maharashtra,RESPONDENT
&,RESPONDENT
Anr.,RESPONDENT
.....,O
Respondents,O
ORDER,O
,O
Manzar,ACCUSED
Sayeed,ACCUSED
Khan,ACCUSED
",",O
a,O
constituted,O
Attorney,O
and,O
Managing,O
Director,O
of,O
the,O
Oxford,O
University,O
"Press,",O
India,O
-,O
the,O
Publisher,O
of,O
the,O
Book,O
titled,O
“Shivaji,O
:,O
Hindu,O
King,O
in,O
Islamic,O
India”,O
and,O
,O
Vinod,ACCUSED
Hansraj,ACCUSED
Goyal,ACCUSED
",",O
Proprietor,O
of,O
Rashtriya,O
Printing,O
"Press,",O
"Shahdara,",O
Delhi,O
-,O
the,O
Printer,O
of,O
the,O
said,O
"Book,",O
have,O
filed,O
the,O
above-said,O
Criminal,O
Miscellaneous,O
Petitions,O
2,O
seeking,O
clarification/modification,O
of,O
the,O
judgment,O
of,O
this,O
Court,O
dated,O
05.04.2007,O
reported,O
in,O
(2007),O
5,O
SCC,O
"1,",O
whereby,O
this,O
Court,O
had,O
disposed,O
of,O
the,O
appeals,O
preferred,O
against,O
the,O
order,O
dated,O
06.05.2004,O
of,O
the,O
,O
High,COURT
Court,COURT
of,COURT
Judicature,COURT
at,COURT
Bombay,COURT
in,O
,O
Criminal,PETITION-DETAILS
Writ,PETITION-DETAILS
Petition,PETITION-DETAILS
No.280,PETITION-DETAILS
of,PETITION-DETAILS
2004,PETITION-DETAILS
and,PETITION-DETAILS
370,PETITION-DETAILS
of,PETITION-DETAILS
2004,PETITION-DETAILS
.,O
By,O
the,O
impugned,O
"order,",O
,O
the,COURT
High,COURT
Court,COURT
vacated,O
its,O
interim,O
order,O
recorded,O
on,O
23.02.2004,O
with,O
a,O
direction,O
to,O
the,O
Crime,O
Branch,O
of,O
the,O
,O
State,RESPONDENT
of,RESPONDENT
Maharashtra,RESPONDENT
to,O
complete,O
the,O
investigation,O
in,O
FIR,O
No.10,O
of,O
2004,O
registered,O
at,O
,O
the,POLICE
Deccan,POLICE
Police,POLICE
Station,POLICE
",",O
"Pune,",O
against,O
the,O
appellants-applicants,O
and,O
,O
Prof.,ACCUSED
James,ACCUSED
W.,ACCUSED
Laine,ACCUSED
",",O
the,O
author,O
of,O
the,O
"book,",O
under,O
,O
Sections,LAW
"153,",LAW
153A,LAW
and,LAW
34,LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
Code,LAW
[for,O
short,O
`IPC’].,O
On,O
hearing,O
the,O
learned,O
counsel,O
for,O
the,O
parties,O
at,O
"length,",O
this,O
Court,O
in,O
paragraph,O
21,O
of,O
the,O
judgment,O
concluded,O
as,O
under:,O
“21.,O
In,O
the,O
"result,",O
for,O
the,O
above-said,O
"reasons,",O
the,O
respondents,O
shall,O
not,O
proceed,O
against,O
,O
Professor,ACCUSED
James,ACCUSED
W.,ACCUSED
Laine,ACCUSED
",",O
the,O
author,O
of,O
the,O
"book,",O
for,O
offences,O
under,O
,O
Sections,LAW
"153,",LAW
153A,LAW
and,LAW
34,LAW
of,LAW
the,LAW
IPC,LAW
being,O
the,O
subject,O
matter,O
of,O
F.I.R.,O
No.,O
10,O
of,O
2004,O
registered,O
at,O
,O
the,POLICE
Deccan,POLICE
Police,POLICE
Station,POLICE
",",O
Pune.”,O
3,O
In,O
paragraph,O
12,O
of,O
the,O
"judgment,",O
contentions,O
of,O
,O
Mr.,ADVOCATE
Soli,ADVOCATE
J.,ADVOCATE
Sorabjee,ADVOCATE
",",O
learned,O
senior,O
counsel,O
appearing,O
on,O
behalf,O
of,O
,O
Manzar,ACCUSED
Sayeed,ACCUSED
Khan,ACCUSED
-,O
appellant,O
were,O
noted,O
in,O
detail,O
and,O
considered.,O
Ms.,O
Kamini,O
"Jaiswal,",O
learned,O
counsel,O
for,O
,O
Vinod,PETITIONER_OR_APPELLANT
Hansaj,PETITIONER_OR_APPELLANT
Goyal,PETITIONER_OR_APPELLANT
"-appellant,",O
adopted,O
the,O
arguments,O
advanced,O
by,O
,O
Mr.,ADVOCATE
Sorabjee,ADVOCATE
.,O
Having,O
gone,O
through,O
the,O
judgment,O
dated,O
"05.04.2007,",O
we,O
are,O
of,O
the,O
opinion,O
that,O
manifestly,O
the,O
tenor,O
and,O
import,O
of,O
the,O
judgment,O
was,O
to,O
grant,O
same,O
and,O
identical,O
relief,O
to,O
Mr.,O
,O
Manzar,ACCUSED
Sayeed,ACCUSED
Khan,ACCUSED
",",O
Publisher,O
and,O
Mr.,O
,O
Vinod,ACCUSED
Hansraj,ACCUSED
Goyal,ACCUSED
",",O
Printer,O
of,O
the,O
"Book,",O
which,O
was,O
granted,O
to,O
,O
Prof.,ACCUSED
James,ACCUSED
W.,ACCUSED
Laine,ACCUSED
",",O
the,O
author,O
of,O
the,O
Book.,O
"But,",O
it,O
appears,O
that,O
by,O
inadvertence,O
or,O
by,O
"mistake,",O
the,O
names,O
of,O
the,O
Publisher,O
and,O
Printer,O
of,O
the,O
Book,O
had,O
not,O
been,O
recorded,O
in,O
paragraph,O
21,O
of,O
the,O
judgment.,O
"Therefore,",O
in,O
the,O
facts,O
and,O
circumstances,O
of,O
the,O
"case,",O
we,O
feel,O
it,O
expedient,O
in,O
the,O
interest,O
of,O
justice,O
to,O
the,O
parties,O
to,O
order,O
necessary,O
clarification/modification,O
in,O
paragraph,O
21,O
of,O
the,O
"judgment,",O
which,O
shall,O
get,O
clarified,O
and,O
read,O
as,O
follow:,O
“21.,O
In,O
the,O
"result,",O
for,O
the,O
above-said,O
"reasons,",O
the,O
respondents,O
shall,O
not,O
proceed,O
against,O
,O
Professor,ACCUSED
James,ACCUSED
W.,ACCUSED
4,O
"Laine,",O
the,O
author,O
of,O
the,O
"book,",O
Mr.,O
,O
Manzar,ACCUSED
Sayeed,ACCUSED
Khan,ACCUSED
",",O
Publisher,O
of,O
the,O
Book,O
and,O
Mr.,O
,O
Vinod,ACCUSED
Hansraj,ACCUSED
Goyal,ACCUSED
",",O
Printer,O
of,O
the,O
"Book,",O
respectively,O
for,O
offences,O
under,O
,O
Sections,LAW
"153,",LAW
153A,LAW
and,LAW
34,LAW
of,LAW
the,LAW
IPC,LAW
being,O
the,O
subject-matter,O
of,O
F.I.R.,O
No.,O
10,O
of,O
2004,O
registered,O
at,O
,O
the,POLICE
Deccan,POLICE
Police,POLICE
Station,POLICE
",",O
Pune.”,O
The,O
Criminal,O
Miscellaneous,O
Petitions,O
filed,O
by,O
the,O
applicants,O
-,O
appellants,O
shall,O
stand,O
disposed,O
of.,O
.....................................CJI.,O
(,O
K.,JUDGE
G.,JUDGE
Balakrishnan,JUDGE
),O
........................................J.,O
(,O
Lokeshwar,JUDGE
Singh,JUDGE
Panta,JUDGE
),O
........................................J.,O
(,O
D.,JUDGE
K.,JUDGE
Jain,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
April,DATE_OF_JUDGMENT
"16,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
