token,nre
'REPORTABLE,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NOs.,CASE_NO
46-47,CASE_NO
of,CASE_NO
2003,CASE_NO
O,
State,PETITIONER_OR_APPELLANT
of,PETITIONER_OR_APPELLANT
M.P,PETITIONER_OR_APPELLANT
.,O
...Appellant,O
Versus,O
,O
Makhan,RESPONDENT
@,RESPONDENT
Madan,RESPONDENT
&,RESPONDENT
Ors.,RESPONDENT
...Respondents,O
JUDGMENT,O
,O
Dr.,JUDGE
ARIJIT,JUDGE
PASAYAT,JUDGE
",",O
J.,O
1.,O
Challenge,O
in,O
these,O
appeals,O
is,O
to,O
the,O
judgment,O
of,O
a,O
Division,O
Bench,O
of,O
,O
Madhya,COURT
Pradesh,COURT
High,COURT
Court,COURT
at,O
Jabalpur,O
directing,O
acquittal,O
of,O
the,O
respondents,O
who,O
are,O
hereinafter,O
referred,O
to,O
as,O
the,O
‘accused’.,O
The,O
accused,O
persons,O
faced,O
trial,O
for,O
alleged,O
,O
commission,CRIME
of,CRIME
offence,CRIME
punishable,O
under,O
,O
Sections,LAW
"148,",LAW
302,LAW
read,LAW
with,LAW
Section,LAW
149,LAW
of,LAW
the,LAW
Indian,LAW
Penal,LAW
"Code,",LAW
1860,LAW
(in,O
short,O
the,O
‘IPC’).,O
They,O
were,O
found,O
guilty,O
by,O
the,O
Additional,O
Sessions,O
"Judge,",O
Betul,O
in,O
,O
ST,CITATION
case,CITATION
No.,CITATION
169,CITATION
of,CITATION
1989,CITATION
and,O
were,O
convicted,O
and,O
sentenced,O
to,O
undergo,O
,O
rigorous,JUDGMENT
imprisonment,JUDGMENT
for,JUDGMENT
one,JUDGMENT
years,JUDGMENT
and,JUDGMENT
life,JUDGMENT
respectively.,O
2.,O
Prosecution,O
version,O
in,O
a,O
nutshell,O
is,O
as,O
follows:,O
On,O
15.7.1989,O
,O
Premlal,VICTIM
(hereinafter,O
referred,O
to,O
as,O
the,O
‘deceased’),O
had,O
called,O
a,O
doctor,O
for,O
treatment,O
of,O
his,O
sister,O
and,O
while,O
he,O
was,O
returning,O
after,O
seeing,O
off,O
the,O
doctor,O
and,O
reached,O
,O
near,LOC_CRIME
Kanji,LOC_CRIME
House,LOC_CRIME
Bazar,LOC_CRIME
Bohalla,LOC_CRIME
",",O
accused,O
persons,O
had,O
altercation,O
with,O
him,O
and,O
in,O
order,O
to,O
"kill,",O
assaulted,O
him,O
by,O
,O
sticks,WEAPONS
and,O
,O
rod,WEAPONS
.,O
They,O
also,O
threatened,O
to,O
set,O
on,O
fire,O
his,O
motorcycle,O
at,O
which,O
Laxmi,O
Bai,O
and,O
,O
Maniya,WITNESS
Bai,WITNESS
(PW5),O
went,O
there,O
where,O
they,O
saw,O
accused,O
persons,O
assaulting,O
the,O
deceased,O
by,O
,O
rod,WEAPONS
and,O
,O
lathi,WEAPONS
as,O
also,O
by,O
,O
fists,WEAPONS
and,O
,O
slaps,WEAPONS
.,O
The,O
deceased,O
was,O
shouting,O
for,O
help.,O
Later,O
he,O
became,O
unconscious,O
and,O
fell,O
down,O
and,O
the,O
accused,O
persons,O
fled,O
away,O
from,O
the,O
place,O
of,O
occurrence.,O
Thereafter,O
the,O
deceased,O
was,O
taken,O
by,O
his,O
wife,O
,O
Somti,WITNESS
Bai,WITNESS
(PW1),O
and,O
,O
Maniya,WITNESS
Bai,WITNESS
(PW,O
5),O
to,O
their,O
house,O
in,O
unconscious,O
condition.,O
Report,O
of,O
the,O
incident,O
was,O
given,O
at,O
4.30,O
AM,O
to,O
the,O
police,O
station,O
at,O
"Sarni,",O
which,O
is,O
at,O
a,O
distance,O
of,O
about,O
9Km,O
from,O
the,O
place,O
of,O
incident.,O
,O
Premlal,VICTIM
was,O
sent,O
for,O
medical,O
examination,O
2,O
to,O
Primary,O
Health,O
Centre,O
from,O
which,O
he,O
was,O
referred,O
to,O
Padhar,O
Hospital,O
for,O
treatment.,O
,O
Premlal,VICTIM
succumbed,O
to,O
his,O
injuries,O
on,O
20.7.1989.,O
After,O
his,O
"death,",O
his,O
dead,O
body,O
was,O
sent,O
for,O
postmortem,O
examination,O
which,O
was,O
conducted,O
by,O
,O
Dr.,POSTMORTEM_DOC
V.K.,POSTMORTEM_DOC
Shrivastava,POSTMORTEM_DOC
(PW,O
14).,O
In,O
the,O
opinion,O
of,O
the,O
doctor,O
,O
Premlal,VICTIM
died,O
due,O
to,O
coma,O
on,O
account,O
of,O
head,O
injury.,O
After,O
investigation,O
charge,O
sheet,O
was,O
filed.,O
Since,O
the,O
accused,O
persons,O
pleaded,O
"innocence,",O
the,O
trial,O
was,O
held.,O
The,O
trial,O
court,O
as,O
noted,O
above,O
found,O
the,O
accused,O
persons,O
guilty,O
and,O
convicted,O
them.,O
In,O
"appeal,",O
"however,",O
,O
the,COURT
High,COURT
Court,COURT
directed,O
the,O
acquittal.,O
3.,O
Learned,O
counsel,O
for,O
the,O
appellant,O
submitted,O
that,O
,O
the,COURT
High,COURT
Court,COURT
should,O
not,O
have,O
discarded,O
the,O
evidence,O
of,O
the,O
eye,O
witnesses.,O
4.,O
Learned,O
counsel,O
for,O
the,O
respondent,O
on,O
the,O
other,O
hand,O
supported,O
the,O
judgment,O
of,O
,O
the,COURT
High,COURT
Court,COURT
.,O
5.,O
It,O
is,O
to,O
be,O
noted,O
that,O
,O
the,COURT
High,COURT
Court,COURT
with,O
reference,O
to,O
evidence,O
of,O
,O
Somti,WITNESS
Bai,WITNESS
",",O
PW1,O
noted,O
that,O
in,O
the,O
First,O
Information,O
Report,O
it,O
was,O
stated,O
that,O
the,O
place,O
of,O
occurrence,O
is,O
Kanji,O
House,O
Bazar,O
Bohalla,O
but,O
in,O
court,O
the,O
witnesses,O
stated,O
that,O
the,O
accused,O
persons,O
had,O
assaulted,O
the,O
deceased,O
at,O
the,O
residence,O
of,O
,O
Deoli,WITNESS
(PW,O
7),O
the,O
,O
Sarpanch,WITNESS
of,O
the,O
gram,O
panchayat,O
by,O
,O
Lathi,WEAPONS
and,O
3,O
,O
rod,WEAPONS
.,O
According,O
to,O
,O
Lachhu,WITNESS
(PW,O
2),O
the,O
deceased,O
was,O
assaulted,O
on,O
the,O
way,O
while,O
he,O
was,O
coming,O
from,O
the,O
house,O
of,O
Sarpanch,O
(PW,O
7),O
whereas,O
according,O
to,O
,O
Somti,WITNESS
Bai,WITNESS
"(PW1),",O
the,O
deceased,O
was,O
assaulted,O
in,O
front,O
of,O
the,O
house,O
of,O
the,O
,O
Sarpanch,WITNESS
.,O
,O
Maniya,WITNESS
Bai,WITNESS
(PW,O
5),O
stated,O
in,O
her,O
examination,O
in,O
chief,O
that,O
she,O
had,O
seen,O
the,O
accused,O
persons,O
assaulting,O
the,O
deceased,O
with,O
,O
fists,WEAPONS
and,O
,O
slaps,WEAPONS
but,O
in,O
cross,O
examination,O
she,O
had,O
stated,O
that,O
when,O
she,O
reached,O
the,O
police,O
station,O
alongwith,O
,O
Somti,WITNESS
Bai,WITNESS
(PW,O
1),O
they,O
had,O
disclosed,O
that,O
the,O
deceased,O
was,O
lying,O
in,O
injured,O
condition,O
and,O
had,O
not,O
disclosed,O
the,O
names,O
of,O
the,O
accused,O
persons.,O
In,O
contrast,O
,O
Somti,WITNESS
Bai,WITNESS
(PW,O
"1),",O
,O
Lachhu,WITNESS
(PW2),O
and,O
,O
Maniya,WITNESS
Bai,WITNESS
(PW5),O
stated,O
that,O
the,O
name,O
of,O
the,O
accused,O
was,O
in,O
the,O
first,O
information,O
report.,O
In,O
her,O
cross-examination,O
she,O
clearly,O
admitted,O
that,O
police,O
told,O
them,O
that,O
they,O
would,O
make,O
enquiry,O
and,O
if,O
report,O
was,O
found,O
false,O
they,O
would,O
be,O
in,O
trouble.,O
"Additionally,",O
,O
Maniya,WITNESS
Bai,WITNESS
(PW5),O
stated,O
that,O
they,O
had,O
reached,O
the,O
police,O
station,O
about,O
mid,O
night.,O
But,O
the,O
FIR,O
was,O
registered,O
early,O
morning,O
next,O
day.,O
,O
Lachhu,WITNESS
(PW2),O
in,O
his,O
statement,O
had,O
stated,O
that,O
he,O
could,O
not,O
identify,O
any,O
of,O
the,O
accused,O
persons,O
due,O
to,O
darkness.,O
If,O
that,O
be,O
"so,",O
the,O
evidence,O
of,O
,O
Somti,WITNESS
Bai,WITNESS
(PW1),O
,O
Maniya,WITNESS
Bai,WITNESS
"(PW5),",O
that,O
they,O
had,O
clearly,O
identified,O
the,O
accused,O
persons,O
cannot,O
be,O
believed.,O
It,O
is,O
true,O
that,O
even,O
in,O
darkness,O
known,O
persons,O
can,O
be,O
identified,O
from,O
the,O
manner,O
of,O
"speech,",O
style,O
of,O
walking,O
and,O
several,O
other,O
peculiar,O
features.,O
But,O
the,O
evidence,O
of,O
PW,O
2,O
4,O
was,O
to,O
the,O
effect,O
that,O
because,O
of,O
darkness,O
none,O
of,O
the,O
accused,O
persons,O
could,O
be,O
identified.,O
In,O
the,O
instant,O
case,O
not,O
only,O
there,O
is,O
discrepancy,O
as,O
regards,O
the,O
place,O
of,O
occurrence,O
but,O
also,O
on,O
several,O
vital,O
aspects,O
like,O
non-disclosure,O
and,O
non-possibility,O
of,O
identification.,O
6.,O
In,O
view,O
of,O
what,O
has,O
been,O
stated,O
"above,",O
the,O
judgment,O
of,O
,O
the,COURT
High,COURT
Court,COURT
does,O
not,O
suffer,O
from,O
any,O
infirmity,O
to,O
warrant,O
interference.,O
Appeals,O
are,O
dismissed,O
accordingly.,O
………………………………..…..J.,O
(,O
Dr.,JUDGE
ARIJIT,JUDGE
PASAYAT,JUDGE
),O
……………………………………J.,O
(,O
Dr.,JUDGE
MUKUNDAKAM,JUDGE
SHARMA,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
October,DATE_AND_TIME_CRIME
"16,",DATE_AND_TIME_CRIME
2008,DATE_AND_TIME_CRIME
5',O
