token,nre
"""",O
CRL.A.,CASE_NO
No..2325of,CASE_NO
2009,CASE_NO
@,CASE_NO
SLP(CRL.),CASE_NO
No.,CASE_NO
7359,CASE_NO
of,CASE_NO
2009,CASE_NO
1,O
IN,O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
2325,CASE_NO
OF,CASE_NO
2009,CASE_NO
[arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(CRL.),CASE_NO
No.,CASE_NO
7359,CASE_NO
of,CASE_NO
2009],CASE_NO
O,
SAIYED,PETITIONER_OR_APPELLANT
SALIM,PETITIONER_OR_APPELLANT
SAIYED,PETITIONER_OR_APPELLANT
HUSSAIN,PETITIONER_OR_APPELLANT
SAIYED,PETITIONER_OR_APPELLANT
.....,O
APPELLANT,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
GUJARAT,RESPONDENT
.....,O
RESPONDENT,O
O,O
R,O
D,O
E,O
R,O
1.,O
Application,O
seeking,O
exemption,O
from,O
filing,O
official,O
translation,O
is,O
allowed.,O
2.,O
Leave,O
granted.,O
3.,O
The,O
appellant,O
stands,O
convicted,O
for,O
offences,O
punishable,O
under,O
,O
Section,LAW
8C,LAW
read,LAW
with,LAW
Sections,LAW
21,LAW
and,LAW
29,LAW
of,LAW
the,LAW
Narcotic,LAW
Drugs,LAW
and,LAW
Psychotropic,LAW
Substances,LAW
"Act,",LAW
"1985,",LAW
for,O
being,O
in,O
,O
possession,CRIME
of,CRIME
252,CRIME
grams,CRIME
of,CRIME
charas,CRIME
.,O
The,O
trial,O
court,O
on,O
a,O
consideration,O
of,O
the,O
evidence,O
convicted,O
and,O
sentenced,O
the,O
appellant,O
to,O
undergo,O
,O
10,JUDGMENT
years,JUDGMENT
rigorous,JUDGMENT
imprisonment,JUDGMENT
and,JUDGMENT
Rs.,JUDGMENT
1,JUDGMENT
lakh,JUDGMENT
as,JUDGMENT
fine,JUDGMENT
and,O
in,O
default,O
of,O
payment,O
of,O
fine,O
to,O
undergo,O
a,O
,O
CRL.A.,CASE_NO
No..2325of,CASE_NO
2009,CASE_NO
@,CASE_NO
SLP(CRL.),CASE_NO
No.,CASE_NO
7359,CASE_NO
of,CASE_NO
2009,CASE_NO
2,O
further,O
period,O
of,O
one,O
year's,O
imprisonment.,O
,O
The,COURT
High,COURT
Court,COURT
has,O
confirmed,O
the,O
conviction,O
and,O
sentence.,O
4.,O
In,O
this,O
"matter,",O
we,O
notice,O
that,O
the,O
appellant,O
has,O
already,O
undergone,O
almost,O
9,O
½,O
years,O
of,O
the,O
sentence.,O
We,O
also,O
notice,O
that,O
he,O
is,O
being,O
represented,O
by,O
a,O
counsel,O
appointed,O
by,O
,O
the,COURT
Supreme,COURT
Court,COURT
Legal,O
Services,O
Committee,O
and,O
is,O
apparently,O
unable,O
to,O
pay,O
the,O
fine,O
of,O
Rs.,O
1,O
lakh.,O
5.,O
The,O
learned,O
counsel,O
for,O
the,O
,O
State,RESPONDENT
of,RESPONDENT
Gujarat,RESPONDENT
has,O
put,O
in,O
appearance,O
and,O
we,O
have,O
heard,O
the,O
learned,O
counsel,O
for,O
the,O
parties.,O
6.,O
Keeping,O
in,O
view,O
the,O
facts,O
"aforesaid,",O
we,O
direct,O
that,O
the,O
fine,O
imposed,O
on,O
the,O
appellant,O
be,O
reduced,O
to,O
Rs.,O
"1,000/-",O
and,O
in,O
default,O
of,O
payment,O
of,O
fine,O
the,O
appellant,O
shall,O
undergo,O
imprisonment,O
for,O
a,O
further,O
period,O
of,O
one,O
month.,O
7.,O
The,O
appeal,O
is,O
allowed,O
to,O
the,O
above,O
extent.,O
..................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
..................J,O
[,O
J.M.,JUDGE
PANCHAL,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
DECEMBER,DATE_OF_JUDGMENT
"04,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
.,O
,O
CRL.A.,CASE_NO
No..2325of,CASE_NO
2009,CASE_NO
@,CASE_NO
SLP(CRL.),CASE_NO
No.,CASE_NO
7359,CASE_NO
of,CASE_NO
2009,CASE_NO
"3""",O
