token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1761,CASE_NO
OF,CASE_NO
2009,CASE_NO
[ARISING,CASE_NO
OUT,CASE_NO
OF,CASE_NO
S.L.P.,CASE_NO
(CRL.),CASE_NO
NO.,CASE_NO
4034,CASE_NO
OF,CASE_NO
2007],CASE_NO
O,
STATE,PETITIONER_OR_APPELLANT
THROUGH,PETITIONER_OR_APPELLANT
INSPECTOR,PETITIONER_OR_APPELLANT
OF,PETITIONER_OR_APPELLANT
POLICE,PETITIONER_OR_APPELLANT
"CBI,",PETITIONER_OR_APPELLANT
CHENNAI,PETITIONER_OR_APPELLANT
.....,O
APPELLANT,O
VERSUS,O
,O
N.C.,RESPONDENT
NAHAR,RESPONDENT
&,RESPONDENT
ORS.,RESPONDENT
.....,O
RESPONDENTS,O
O,O
R,O
D,O
E,O
R,O
Leave,O
granted.,O
We,O
have,O
heard,O
the,O
learned,O
counsel,O
for,O
the,O
parties.,O
We,O
are,O
indeed,O
disturbed,O
by,O
some,O
of,O
the,O
observations,O
made,O
by,O
,O
the,COURT
High,COURT
Court,COURT
.,O
The,O
accused-,O
respondent,O
was,O
acquitted,O
by,O
the,O
trial,O
court,O
for,O
offences,O
punishable,O
under,O
the,O
,O
Prevention,LAW
of,LAW
Corruption,LAW
"Act,",LAW
1947,LAW
and,O
sentenced,O
to,O
,O
term,JUDGMENT
of,JUDGMENT
imprisonment.,JUDGMENT
An,O
appeal,O
was,O
thereafter,O
filed,O
in,O
,O
the,COURT
High,COURT
Court,COURT
by,O
the,O
State,O
and,O
,O
the,COURT
High,COURT
Court,COURT
set,O
aside,O
the,O
acquittal,O
of,O
the,O
accused,O
(para,O
30),O
but,O
at,O
the,O
same,O
time,O
held,O
as,O
under:-,O
“The,O
"result,",O
following,O
the,O
judgments,O
of,O
this,O
Court,O
rendered,O
in,O
State,O
by,O
,O
Food,CITATION
Inspector,CITATION
v.,CITATION
Kumaresan,CITATION
(1992),CITATION
LAW,CITATION
WEEKLY,CITATION
(CRL.),CITATION
782,CITATION
and,O
considering,O
the,O
facts,O
that,O
the,O
offences,O
are,O
related,O
to,O
the,O
year,O
1989,O
for,O
which,O
case,O
was,O
registered,O
in,O
,O
regular,CITATION
case,CITATION
No.,CITATION
10/A/91,CITATION
on,CITATION
28.2.1991,CITATION
by,O
P.W.,O
"12,",O
the,O
Inspector,O
of,O
Police,O
on,O
Instruction,O
by,O
the,O
,O
Superintendent,POLICE
of,POLICE
Police,POLICE
and,O
the,O
case,O
ended,O
in,O
acquittal,O
as,O
per,O
judgment,O
the,O
mental,O
agony,O
suffered,O
by,O
the,O
"respondents/assured,",O
this,O
court,O
is,O
of,O
the,O
view,O
that,O
the,O
acquittal,O
of,O
the,O
accused,O
need,O
not,O
be,O
disturbed.,O
"Accordingly,",O
this,O
appeal,O
is,O
disposed,O
of.”,O
On,O
the,O
face,O
of,O
"it,",O
the,O
observations,O
in,O
the,O
aforesaid,O
paragraphs,O
cannot,O
be,O
reconciled.,O
"We,",O
"accordingly,",O
allow,O
this,O
"appeal,",O
set,O
aside,O
the,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
dated,O
04.04.2006,O
and,O
remit,O
the,O
matter,O
to,O
,O
the,COURT
High,COURT
Court,COURT
for,O
decision,O
afresh,O
in,O
accordance,O
with,O
law.,O
As,O
the,O
matter,O
is,O
pending,O
since,O
the,O
year,O
"1989,",O
we,O
would,O
request,O
,O
the,COURT
High,COURT
court,COURT
to,O
dispose,O
of,O
the,O
matter,O
as,O
expeditiously,O
as,O
possible,O
preferably,O
within,O
a,O
period,O
of,O
three,O
months,O
from,O
the,O
date,O
of,O
communication,O
of,O
this,O
order.,O
..................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
..................J,O
[,O
,O
J.M.,JUDGE
PANCHAL,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
SEPTEMBER,DATE_OF_JUDGMENT
"11,",DATE_OF_JUDGMENT
2009,DATE_OF_JUDGMENT
".""",O
