token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO(s).953,CASE_NO
OF,CASE_NO
2011,CASE_NO
[Arising,CASE_NO
out,CASE_NO
of,CASE_NO
SLP(Crl.)No.1863,CASE_NO
of,CASE_NO
2011],CASE_NO
O,
SUMEET,PETITIONER_OR_APPELLANT
SALUJA,PETITIONER_OR_APPELLANT
Appellant(s),O
VERSUS,O
STATE,O
OF,O
U.P.,O
TR.CBI,O
Respondent(s),O
O,O
R,O
D,O
E,O
R,O
Leave,O
granted.,O
2.,O
This,O
appeal,O
is,O
directed,O
against,O
the,O
judgment,O
and,O
order,O
dated,O
13th,O
"January,",O
"2011,",O
passed,O
by,O
the,O
,O
Allahabad,COURT
High,COURT
Court,COURT
",",O
rejecting,O
the,O
petitioner's,O
prayer,O
for,O
grant,O
of,O
bail,O
in,O
,O
Crl.Misc.Bail,PETITION-DETAILS
Application,PETITION-DETAILS
No.34595,PETITION-DETAILS
of,PETITION-DETAILS
2010,PETITION-DETAILS
.,O
3.,O
There,O
are,O
three,O
accused,O
in,O
this,O
case.,O
Charge-sheet,O
has,O
been,O
filed,O
against,O
all,O
of,O
them,O
on,O
8th,O
"December,",O
"2010,",O
under,O
,O
Sections,LAW
"120B,",LAW
"417,",LAW
"420,",LAW
"468,",LAW
471,LAW
IPC,LAW
and,LAW
132,LAW
and,LAW
135,LAW
of,LAW
the,LAW
Customs,LAW
Act,LAW
",",O
P.S.C.B.I.Ghaziabad.,O
While,O
apart,O
from,O
the,O
"appellant,",O
one,O
of,O
the,O
other,O
two,O
"accused,",O
,O
Mr.,ACCUSED
Surinder,ACCUSED
Singh,ACCUSED
has,O
been,O
granted,O
bail,O
after,O
his,O
"arrest,",O
the,O
third,O
"accused,",O
,O
Gyan,ACCUSED
Chand,ACCUSED
filed,ACCUSED
a,O
,O
writ,PETITION-DETAILS
"petition,",PETITION-DETAILS
being,PETITION-DETAILS
No.37,PETITION-DETAILS
of,PETITION-DETAILS
2011,PETITION-DETAILS
",",O
in,O
this,O
"Court,",O
in,O
which,O
directions,O
have,O
been,O
given,O
that,O
he,O
should,O
not,O
be,O
arrested,O
in,O
connection,O
with,O
the,O
case,O
in,O
question.,O
-2-,O
4.,O
The,O
present,O
appellant,O
is,O
in,O
custody,O
since,O
11th,O
"October,",O
"2010,",O
and,O
it,O
appears,O
that,O
he,O
is,O
similarly,O
placed,O
as,O
the,O
other,O
two,O
accused.,O
"Accordingly,",O
the,O
appeal,O
is,O
allowed.,O
5.,O
Let,O
the,O
appellant,O
be,O
released,O
on,O
bail,O
to,O
the,O
satisfaction,O
of,O
the,O
,O
trial,COURT
court,COURT
",",O
upon,O
such,O
"conditions,",O
as,O
may,O
be,O
considered,O
necessary,O
to,O
ensure,O
his,O
presence,O
at,O
the,O
time,O
of,O
trial.,O
Such,O
conditions,O
may,O
also,O
"include,",O
reporting,O
to,O
the,O
SHO,O
of,O
the,O
local,O
police,O
station,O
once,O
every,O
month,O
until,O
further,O
orders,O
and,O
deposit,O
of,O
his,O
passport,O
to,O
the,O
court.,O
6.,O
Since,O
this,O
matter,O
involves,O
a,O
question,O
of,O
some,O
importance,O
as,O
far,O
as,O
commercial,O
crimes,O
are,O
"concerned,",O
let,O
the,O
trial,O
be,O
completed,O
as,O
quickly,O
as,O
"possible,",O
without,O
unnecessary,O
adjournments,O
and,O
delay.,O
..................J.,O
(,O
ALTAMAS,JUDGE
KABIR,JUDGE
),O
...................J.,O
(,O
CYRIAC,JUDGE
JOSEPH,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
",",O
,O
April,DATE_OF_JUDGMENT
"18,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
