token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
1482,CASE_NO
OF,CASE_NO
2011,CASE_NO
ARISING,O
OUT,O
OF,O
SLP,O
(CRL.),O
NO.,O
6876,O
OF,O
2010,O
,O
SHIV,PETITIONER_OR_APPELLANT
KALI,PETITIONER_OR_APPELLANT
&,PETITIONER_OR_APPELLANT
ORS,PETITIONER_OR_APPELLANT
.,O
.....,O
APPELLANTS,O
VERSUS,O
,O
STATE,RESPONDENT
OF,RESPONDENT
U.P.,RESPONDENT
&,RESPONDENT
ORS.,RESPONDENT
.....,O
RESPONDENTS,O
O,O
R,O
D,O
E,O
R,O
1.,O
Leave,O
granted.,O
2.,O
We,O
have,O
heard,O
learned,O
counsel,O
for,O
the,O
parties.,O
3.,O
We,O
see,O
from,O
the,O
record,O
that,O
the,O
parties,O
have,O
compromised,O
their,O
dispute,O
and,O
no,O
further,O
dispute,O
remains,O
to,O
be,O
sorted,O
out.,O
Respondent,O
No.,O
2,O
has,O
also,O
been,O
served,O
but,O
though,O
the,O
counsel,O
has,O
filed,O
vakalatnama,O
he,O
is,O
not,O
present,O
in,O
person,O
today,O
when,O
the,O
matter,O
was,O
taken,O
up.,O
4.,O
In,O
this,O
view,O
of,O
the,O
"matter,",O
we,O
allow,O
this,O
"appeal,",O
set,O
aside,O
the,O
order,O
of,O
,O
the,COURT
High,COURT
Court,COURT
and,O
direct,O
the,O
Magistrate,O
hearing,O
the,O
complaint,O
case,O
out,O
of,O
which,O
the,O
present,O
proceedings,O
arise,O
to,O
examine,O
the,O
merits,O
of,O
the,O
case,O
and,O
pass,O
appropriate,O
orders,O
uninfluenced,O
by,O
the,O
orders,O
passed,O
by,O
this,O
Court.,O
..................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
...................J,O
[,O
GYAN,JUDGE
SUDHA,JUDGE
MISRA,JUDGE
],O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
JULY,DATE_OF_JUDGMENT
"22,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
