token,nre
"""IN",O
,O
THE,COURT
SUPREME,COURT
COURT,COURT
OF,COURT
INDIA,COURT
CRIMINAL,O
APPELLATE,O
JURISDICTION,O
,O
CRIMINAL,CASE_NO
APPEAL,CASE_NO
NO.,CASE_NO
266,CASE_NO
OF,CASE_NO
2004,CASE_NO
O,
VIJAY,PETITIONER_OR_APPELLANT
KUMAR,PETITIONER_OR_APPELLANT
BAJAJ,PETITIONER_OR_APPELLANT
..,O
APPELLANT(S),O
vs.,O
,O
STATE,RESPONDENT
OF,RESPONDENT
PUNJAB,RESPONDENT
&,RESPONDENT
ANR,RESPONDENT
..,O
RESPONDENT(S),O
O,O
R,O
D,O
E,O
R,O
We,O
have,O
perused,O
the,O
counter,O
affidavit,O
filed,O
by,O
the,O
State,O
of,O
Punjab,O
and,O
para,O
6,O
of,O
the,O
preliminary,O
objections,O
where,O
we,O
find,O
that,O
there,O
is,O
a,O
reference,O
to,O
the,O
fact,O
that,O
the,O
cancellation,O
Report,O
filed,O
in,O
Court,O
had,O
been,O
accepted,O
by,O
the,O
Court,O
on,O
31st,O
"May,",O
2003.,O
,O
Mr.,ADVOCATE
K.G.,ADVOCATE
Bhagat,ADVOCATE
",",O
the,O
learned,O
counsel,O
appearing,O
for,O
the,O
complainant,O
states,O
that,O
he,O
had,O
filed,O
a,O
protest,O
petition,O
against,O
the,O
cancellation,O
report,O
and,O
the,O
Court,O
was,O
presently,O
seized,O
of,O
that,O
matter.,O
"We,",O
"accordingly,",O
clarify,O
that,O
if,O
an,O
order,O
adverse,O
to,O
the,O
appellant,O
is,O
made,O
by,O
,O
the,COURT
Criminal,COURT
Court,COURT
",",O
it,O
would,O
be,O
open,O
to,O
him,O
to,O
challenge,O
those,O
proceedings,O
in,O
an,O
appropriate,O
forum.,O
As,O
far,O
as,O
this,O
matter,O
is,O
"concerned,",O
it,O
is,O
disposed,O
of,O
as,O
having,O
become,O
infructuous.,O
.......................J.,O
(,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
),O
.......................J.,O
(,O
CHANDRAMAULI,JUDGE
KR.,JUDGE
PRASAD,JUDGE
),O
,O
New,LOC_OF_JUDGMENT
Delhi,LOC_OF_JUDGMENT
",",O
,O
October,DATE_OF_JUDGMENT
"06,",DATE_OF_JUDGMENT
2010,DATE_OF_JUDGMENT
".""",O
